Block,Homogeneity,PrimeType,Target,Response,VerbClass,Item,List,Subject
G,Homogenous,Dispreferred,The quarterback is throwing the football to his receiver,1,Dative,2,4,24
C,Heterogeneous,Preferred,The mother is dabbing alcohol to her daughter's cut,0,Locative,3,4,24
C,Heterogeneous,Dispreferred,The man is scattering the bed with rose petals,1,Locative,4,4,24
D,Heterogeneous,Dispreferred,The lawyer is showing the gun to the judge,0,Dative,5,4,24
F,Homogenous,Preferred,The elephant is spraying water on the clown,1,Locative,7,4,24
E,Heterogeneous,Preferred,The bus is splashing mud onto the people,1,Locative,8,4,24
A,Heterogeneous,Preferred,the artist is splattering paint on his canvas,1,Locative,9,4,24
F,Heterogeneous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,4,24
A,Heterogeneous,Dispreferred,Santa Claus is stuffing stockings with fruit,1,Locative,11,4,24
E,Heterogeneous,Dispreferred,men are loading a truck with toxic waste,1,Locative,12,4,24
B,Heterogeneous,Dispreferred,An old woman is giving a cake to an old man,0,Dative,13,4,24
G,Homogenous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,4,24
F,Heterogeneous,Preferred,A woman is showing a man a dress,0,Dative,15,4,24
D,Homogenous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,4,24
H,Heterogeneous,Preferred,A woman is reading some kids a book,0,Dative,17,4,24
C,Homogenous,Preferred,A priest is reading the class the bible,0,Dative,18,4,24
E,Homogenous,Preferred,A nurse is showing a boy his x-ray,0,Dative,19,4,24
D,Heterogeneous,Preferred,A nurse is handing a girl crutches,0,Dative,20,4,24
A,Homogenous,Preferred,A man is giving a little girl a gift,0,Dative,22,4,24
G,Heterogeneous,Dispreferred,A man is drizzling his nachos with cheese,1,Locative,23,4,24
E,Homogenous,Dispreferred,A guy is showing his ID to a bouncer,0,Dative,24,4,24
H,Homogenous,Dispreferred,A girl is sprinkling her soup with salt,1,Locative,25,4,24
C,Homogenous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,4,24
A,Homogenous,Dispreferred,A girl is handing a paintbrush to a man,0,Dative,27,4,24
B,Heterogeneous,Preferred,A father is reading his little girl a book,0,Dative,28,4,24
B,Homogenous,Preferred,A clown is cramming his shoes into a  box,0,Locative,29,4,24
D,Homogenous,Preferred,A chef is brushing butter on a turkey,1,Locative,30,4,24
H,Heterogeneous,Dispreferred,A boy is throwing a baseball to a man,0,Dative,31,4,24
H,Homogenous,Preferred,A baker is dusting powdered sugar on a cake,0,Locative,32,4,24
E,Heterogeneous,Preferred,the woman is spritzing water on her plants,1,Locative,1,1,25
H,Heterogeneous,Dispreferred,The quarterback is throwing the football to his receiver,0,Dative,2,1,25
D,Homogenous,Preferred,The mother is dabbing alcohol to her daughter's cut,1,Locative,3,1,25
H,Homogenous,Preferred,The man is scattering rose petals on the bed,1,Locative,4,1,25
E,Homogenous,Dispreferred,The lawyer is showing the gun to the judge,0,Dative,5,1,25
D,Homogenous,Dispreferred,The girl is smearing her toast with jelly,1,Locative,6,1,25
A,Heterogeneous,Preferred,The elephant is spraying water on the clown,1,Locative,7,1,25
F,Homogenous,Dispreferred,The bus is splashing the people with mud,0,Locative,8,1,25
F,Homogenous,Preferred,the artist is splattering paint on his canvas,1,Locative,9,1,25
G,Homogenous,Preferred,Some guy is throwing his friend a frisbee,0,Dative,10,1,25
B,Homogenous,Dispreferred,men are loading a truck with toxic waste,0,Locative,12,1,25
A,Homogenous,Dispreferred,An old woman is giving a cake to an old man,1,Dative,13,1,25
F,Heterogeneous,Dispreferred,A woman is tossing a beachball to a patient,0,Dative,14,1,25
E,Homogenous,Preferred,A woman is showing a man a dress,0,Dative,15,1,25
G,Heterogeneous,Preferred,A woman is rubbing location on a baby,1,Locative,16,1,25
C,Homogenous,Preferred,A woman is reading some kids a book,0,Dative,17,1,25
H,Heterogeneous,Preferred,A priest is reading the class the bible,1,Dative,18,1,25
F,Heterogeneous,Preferred,A nurse is showing a boy his x-ray,1,Dative,19,1,25
A,Homogenous,Preferred,A nurse is handing a girl crutches,1,Dative,20,1,25
D,Heterogeneous,Preferred,A man is giving a little girl a gift,0,Dative,22,1,25
H,Homogenous,Dispreferred,A man is drizzling his nachos with cheese,1,Locative,23,1,25
D,Heterogeneous,Dispreferred,A guy is showing his ID to a bouncer,0,Dative,24,1,25
G,Heterogeneous,Dispreferred,A girl is sprinkling her soup with salt,1,Locative,25,1,25
B,Heterogeneous,Preferred,A girl is reading a little boy a book,1,Dative,26,1,25
B,Heterogeneous,Dispreferred,A girl is handing a paintbrush to a man,1,Dative,27,1,25
C,Homogenous,Dispreferred,A father is reading a book to his little girl,0,Dative,28,1,25
A,Heterogeneous,Dispreferred,A clown is cramming a box with his shoes,0,Locative,29,1,25
C,Heterogeneous,Preferred,A chef is brushing butter on a turkey,1,Locative,30,1,25
G,Homogenous,Dispreferred,A boy is throwing a baseball to a man,0,Dative,31,1,25
C,Heterogeneous,Dispreferred,A baker is dusting cake with powdered sugar,1,Locative,32,1,25
F,Homogenous,Preferred,the woman is spritzing water on her plants,0,Locative,1,2,26
G,Homogenous,Preferred,The quarterback is throwing his reciever the football,0,Dative,2,2,26
C,Heterogeneous,Preferred,The man is scattering rose petals on the bed,1,Locative,4,2,26
D,Heterogeneous,Preferred,The lawyer is showing the judge the gun,1,Dative,5,2,26
G,Heterogeneous,Dispreferred,The girl is smearing her toast with jelly,1,Locative,6,2,26
F,Homogenous,Dispreferred,The elephant is spraying the clown with water,0,Locative,7,2,26
E,Heterogeneous,Dispreferred,The bus is splashing the people with mud,0,Locative,8,2,26
A,Heterogeneous,Dispreferred,the artist is splattering his canvas with paint,0,Locative,9,2,26
F,Heterogeneous,Preferred,Some guy is throwing his friend a frisbee,0,Dative,10,2,26
A,Heterogeneous,Preferred,Santa Claus is stuffing fruit into stocking,0,Locative,11,2,26
E,Heterogeneous,Preferred,men are loading toxic waste on a truck,0,Locative,12,2,26
B,Heterogeneous,Preferred,An old woman is giving an old man a cake,0,Dative,13,2,26
G,Homogenous,Dispreferred,A woman is tossing a beachball to a patient,0,Dative,14,2,26
F,Heterogeneous,Dispreferred,A woman is showing a dress to a man,0,Dative,15,2,26
D,Homogenous,Preferred,A woman is rubbing lotion on a baby,1,Locative,16,2,26
C,Homogenous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,2,26
E,Homogenous,Dispreferred,A nurse is showing his x-ray to a boy,0,Dative,19,2,26
D,Heterogeneous,Dispreferred,A nurse is handing  crutches to a girl,1,Dative,20,2,26
B,Homogenous,Preferred,A man is packing beers in a cooler,0,Locative,21,2,26
A,Homogenous,Dispreferred,A man is giving a gift to a little girl,0,Dative,22,2,26
G,Heterogeneous,Preferred,A man is drizzling cheese on his nachos,0,Locative,23,2,26
E,Homogenous,Preferred,A guy is showing a bouncer his ID,1,Dative,24,2,26
H,Homogenous,Preferred,A girl is sprinkling salt on her soup,1,Locative,25,2,26
C,Homogenous,Preferred,A girl is reading a little boy a book,0,Dative,26,2,26
A,Homogenous,Preferred,A girl is handing a man a paintbrush,1,Dative,27,2,26
B,Homogenous,Dispreferred,A clown is cramming a box with his shoes,1,Locative,29,2,26
D,Homogenous,Dispreferred,A chef is brushing a turkey with butter,0,Locative,30,2,26
H,Heterogeneous,Preferred,A boy is throwing a man a baseball,0,Dative,31,2,26
H,Homogenous,Dispreferred,A baker is dusting cake with powdered sugar,0,Locative,32,2,26
E,Heterogeneous,Dispreferred,the woman is spritzing her plants with water,0,Locative,1,3,27
H,Heterogeneous,Preferred,The quarterback is throwing his reciever the football,0,Dative,2,3,27
D,Homogenous,Dispreferred,The mother is dabbing his daughter's cut with alcohol,1,Locative,3,3,27
H,Homogenous,Dispreferred,The man is scattering the bed with rose petals,1,Locative,4,3,27
E,Homogenous,Preferred,The lawyer is showing the judge the gun,1,Dative,5,3,27
D,Homogenous,Preferred,The girl is smearing jelly on her toast,1,Locative,6,3,27
A,Heterogeneous,Dispreferred,The elephant is spraying the clown with water,0,Locative,7,3,27
F,Homogenous,Dispreferred,the artist is splattering his canvas with paint,1,Locative,9,3,27
G,Homogenous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,3,27
B,Homogenous,Dispreferred,Santa Claus is stuffing stockings with fruit,1,Locative,11,3,27
B,Homogenous,Preferred,men are loading toxic waste on a truck,1,Locative,12,3,27
A,Homogenous,Preferred,An old woman is giving an old man a cake,0,Dative,13,3,27
F,Heterogeneous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,3,27
E,Homogenous,Dispreferred,A woman is showing a dress to a man,1,Dative,15,3,27
G,Heterogeneous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,3,27
C,Homogenous,Dispreferred,A woman is reading a book to some kids,0,Dative,17,3,27
H,Heterogeneous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,3,27
F,Heterogeneous,Dispreferred,A nurse is showing his x-ray to a boy,1,Dative,19,3,27
A,Homogenous,Dispreferred,A nurse is handing  crutches to a girl,0,Dative,20,3,27
D,Heterogeneous,Dispreferred,A man is giving a gift to a little girl,1,Dative,22,3,27
H,Homogenous,Preferred,A man is drizzling cheese on his nachos,1,Locative,23,3,27
D,Heterogeneous,Preferred,A guy is showing a bouncer his ID,1,Dative,24,3,27
G,Heterogeneous,Preferred,A girl is sprinkling salt on her soup,1,Locative,25,3,27
B,Heterogeneous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,3,27
B,Heterogeneous,Preferred,A girl is handing a man a paintbrush,1,Dative,27,3,27
C,Homogenous,Preferred,A father is reading his little girl a book,0,Dative,28,3,27
A,Heterogeneous,Preferred,A clown is cramming his shoes into a  box,1,Locative,29,3,27
C,Heterogeneous,Dispreferred,A chef is brushing a turkey with butter,0,Locative,30,3,27
G,Homogenous,Preferred,A boy is throwing a man a baseball,0,Dative,31,3,27
C,Heterogeneous,Preferred,A baker is dusting powdered sugar on a cake,1,Locative,32,3,27
G,Homogenous,Dispreferred,The quarterback is throwing the football to his receiver,0,Dative,2,4,28
C,Heterogeneous,Preferred,The mother is dabbing alcohol to her daughter's cut,0,Locative,3,4,28
C,Heterogeneous,Dispreferred,The man is scattering the bed with rose petals,1,Locative,4,4,28
D,Heterogeneous,Dispreferred,The lawyer is showing the gun to the judge,1,Dative,5,4,28
G,Heterogeneous,Preferred,The girl is smearing jelly on her toast,1,Locative,6,4,28
E,Heterogeneous,Preferred,The bus is splashing mud onto the people,1,Locative,8,4,28
A,Heterogeneous,Preferred,the artist is splattering paint on his canvas,1,Locative,9,4,28
F,Heterogeneous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,4,28
A,Heterogeneous,Dispreferred,Santa Claus is stuffing stockings with fruit,1,Locative,11,4,28
B,Heterogeneous,Dispreferred,An old woman is giving a cake to an old man,1,Dative,13,4,28
G,Homogenous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,4,28
F,Heterogeneous,Preferred,A woman is showing a man a dress,0,Dative,15,4,28
D,Homogenous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,4,28
H,Heterogeneous,Preferred,A woman is reading some kids a book,0,Dative,17,4,28
E,Homogenous,Preferred,A nurse is showing a boy his x-ray,0,Dative,19,4,28
D,Heterogeneous,Preferred,A nurse is handing a girl crutches,1,Dative,20,4,28
B,Homogenous,Dispreferred,A man is packing a cooler with beers,0,Locative,21,4,28
A,Homogenous,Preferred,A man is giving a little girl a gift,0,Dative,22,4,28
E,Homogenous,Dispreferred,A guy is showing his ID to a bouncer,0,Dative,24,4,28
H,Homogenous,Dispreferred,A girl is sprinkling her soup with salt,1,Locative,25,4,28
C,Homogenous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,4,28
A,Homogenous,Dispreferred,A girl is handing a paintbrush to a man,0,Dative,27,4,28
B,Heterogeneous,Preferred,A father is reading his little girl a book,0,Dative,28,4,28
B,Homogenous,Preferred,A clown is cramming his shoes into a  box,0,Locative,29,4,28
H,Heterogeneous,Dispreferred,A boy is throwing a baseball to a man,0,Dative,31,4,28
H,Homogenous,Preferred,A baker is dusting powdered sugar on a cake,1,Locative,32,4,28
E,Heterogeneous,Preferred,the woman is spritzing water on her plants,0,Locative,1,1,29
H,Heterogeneous,Dispreferred,The quarterback is throwing the football to his receiver,0,Dative,2,1,29
E,Homogenous,Dispreferred,The lawyer is showing the gun to the judge,0,Dative,5,1,29
A,Heterogeneous,Preferred,The elephant is spraying water on the clown,1,Locative,7,1,29
F,Homogenous,Dispreferred,The bus is splashing the people with mud,1,Locative,8,1,29
F,Homogenous,Preferred,the artist is splattering paint on his canvas,1,Locative,9,1,29
G,Homogenous,Preferred,Some guy is throwing his friend a frisbee,0,Dative,10,1,29
B,Homogenous,Preferred,Santa Claus is stuffing fruit into stocking,0,Locative,11,1,29
B,Homogenous,Dispreferred,men are loading a truck with toxic waste,0,Locative,12,1,29
A,Homogenous,Dispreferred,An old woman is giving a cake to an old man,1,Dative,13,1,29
F,Heterogeneous,Dispreferred,A woman is tossing a beachball to a patient,0,Dative,14,1,29
E,Homogenous,Preferred,A woman is showing a man a dress,0,Dative,15,1,29
G,Heterogeneous,Preferred,A woman is rubbing location on a baby,1,Locative,16,1,29
C,Homogenous,Preferred,A woman is reading some kids a book,0,Dative,17,1,29
H,Heterogeneous,Preferred,A priest is reading the class the bible,1,Dative,18,1,29
F,Heterogeneous,Preferred,A nurse is showing a boy his x-ray,1,Dative,19,1,29
A,Homogenous,Preferred,A nurse is handing a girl crutches,1,Dative,20,1,29
E,Heterogeneous,Dispreferred,A man is packing a cooler with beers,0,Locative,21,1,29
D,Heterogeneous,Preferred,A man is giving a little girl a gift,1,Dative,22,1,29
H,Homogenous,Dispreferred,A man is drizzling his nachos with cheese,1,Locative,23,1,29
D,Heterogeneous,Dispreferred,A guy is showing his ID to a bouncer,1,Dative,24,1,29
G,Heterogeneous,Dispreferred,A girl is sprinkling her soup with salt,1,Locative,25,1,29
B,Heterogeneous,Preferred,A girl is reading a little boy a book,0,Dative,26,1,29
B,Heterogeneous,Dispreferred,A girl is handing a paintbrush to a man,0,Dative,27,1,29
C,Homogenous,Dispreferred,A father is reading a book to his little girl,0,Dative,28,1,29
A,Heterogeneous,Dispreferred,A clown is cramming a box with his shoes,1,Locative,29,1,29
C,Heterogeneous,Preferred,A chef is brushing butter on a turkey,1,Locative,30,1,29
G,Homogenous,Dispreferred,A boy is throwing a baseball to a man,0,Dative,31,1,29
F,Homogenous,Preferred,the woman is spritzing water on her plants,1,Locative,1,2,30
G,Homogenous,Preferred,The quarterback is throwing his reciever the football,1,Dative,2,2,30
C,Heterogeneous,Dispreferred,The mother is dabbing her daughter's cut with alcohol,0,Locative,3,2,30
C,Heterogeneous,Preferred,The man is scattering rose petals on the bed,1,Locative,4,2,30
D,Heterogeneous,Preferred,The lawyer is showing the judge the gun,1,Dative,5,2,30
G,Heterogeneous,Dispreferred,The girl is smearing her toast with jelly,0,Locative,6,2,30
F,Homogenous,Dispreferred,The elephant is spraying the clown with water,1,Locative,7,2,30
E,Heterogeneous,Dispreferred,The bus is splashing the people with mud,0,Locative,8,2,30
A,Heterogeneous,Dispreferred,the artist is splattering his canvas with paint,0,Locative,9,2,30
F,Heterogeneous,Preferred,Some guy is throwing his friend a frisbee,0,Dative,10,2,30
A,Heterogeneous,Preferred,Santa Claus is stuffing fruit into stocking,1,Locative,11,2,30
E,Heterogeneous,Preferred,men are loading toxic waste on a truck,1,Locative,12,2,30
B,Heterogeneous,Preferred,An old woman is giving an old man a cake,1,Dative,13,2,30
G,Homogenous,Dispreferred,A woman is tossing a beachball to a patient,0,Dative,14,2,30
F,Heterogeneous,Dispreferred,A woman is showing a dress to a man,0,Dative,15,2,30
D,Homogenous,Preferred,A woman is rubbing lotion on a baby,1,Locative,16,2,30
H,Heterogeneous,Dispreferred,A woman is reading a book to some kids,0,Dative,17,2,30
C,Homogenous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,2,30
E,Homogenous,Dispreferred,A nurse is showing his x-ray to a boy,0,Dative,19,2,30
D,Heterogeneous,Dispreferred,A nurse is handing  crutches to a girl,0,Dative,20,2,30
B,Homogenous,Preferred,A man is packing beers in a cooler,1,Locative,21,2,30
A,Homogenous,Dispreferred,A man is giving a gift to a little girl,0,Dative,22,2,30
G,Heterogeneous,Preferred,A man is drizzling cheese on his nachos,1,Locative,23,2,30
E,Homogenous,Preferred,A guy is showing a bouncer his ID,0,Dative,24,2,30
H,Homogenous,Preferred,A girl is sprinkling salt on her soup,1,Locative,25,2,30
C,Homogenous,Preferred,A girl is reading a little boy a book,1,Dative,26,2,30
A,Homogenous,Preferred,A girl is handing a man a paintbrush,1,Dative,27,2,30
B,Heterogeneous,Dispreferred,A father is reading a book to his little girl,0,Dative,28,2,30
D,Homogenous,Dispreferred,A chef is brushing a turkey with butter,0,Locative,30,2,30
H,Heterogeneous,Preferred,A boy is throwing a man a baseball,0,Dative,31,2,30
H,Homogenous,Dispreferred,A baker is dusting cake with powdered sugar,0,Locative,32,2,30
E,Heterogeneous,Dispreferred,the woman is spritzing her plants with water,0,Locative,1,3,31
H,Heterogeneous,Preferred,The quarterback is throwing his reciever the football,0,Dative,2,3,31
D,Homogenous,Dispreferred,The mother is dabbing his daughter's cut with alcohol,0,Locative,3,3,31
H,Homogenous,Dispreferred,The man is scattering the bed with rose petals,1,Locative,4,3,31
E,Homogenous,Preferred,The lawyer is showing the judge the gun,1,Dative,5,3,31
D,Homogenous,Preferred,The girl is smearing jelly on her toast,1,Locative,6,3,31
A,Heterogeneous,Dispreferred,The elephant is spraying the clown with water,0,Locative,7,3,31
F,Homogenous,Preferred,The bus is splashing mud onto the people,1,Locative,8,3,31
F,Homogenous,Dispreferred,the artist is splattering his canvas with paint,1,Locative,9,3,31
G,Homogenous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,3,31
B,Homogenous,Preferred,men are loading toxic waste on a truck,1,Locative,12,3,31
A,Homogenous,Preferred,An old woman is giving an old man a cake,0,Dative,13,3,31
F,Heterogeneous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,3,31
E,Homogenous,Dispreferred,A woman is showing a dress to a man,1,Dative,15,3,31
G,Heterogeneous,Dispreferred,A woman is rubbing a baby with lotion,0,Locative,16,3,31
C,Homogenous,Dispreferred,A woman is reading a book to some kids,0,Dative,17,3,31
H,Heterogeneous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,3,31
F,Heterogeneous,Dispreferred,A nurse is showing his x-ray to a boy,0,Dative,19,3,31
A,Homogenous,Dispreferred,A nurse is handing  crutches to a girl,1,Dative,20,3,31
E,Heterogeneous,Preferred,A man is packing beers in a cooler,1,Locative,21,3,31
D,Heterogeneous,Dispreferred,A man is giving a gift to a little girl,0,Dative,22,3,31
D,Heterogeneous,Preferred,A guy is showing a bouncer his ID,0,Dative,24,3,31
G,Heterogeneous,Preferred,A girl is sprinkling salt on her soup,1,Locative,25,3,31
B,Heterogeneous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,3,31
B,Heterogeneous,Preferred,A girl is handing a man a paintbrush,0,Dative,27,3,31
C,Homogenous,Preferred,A father is reading his little girl a book,1,Dative,28,3,31
A,Heterogeneous,Preferred,A clown is cramming his shoes into a  box,1,Locative,29,3,31
C,Heterogeneous,Dispreferred,A chef is brushing a turkey with butter,1,Locative,30,3,31
G,Homogenous,Preferred,A boy is throwing a man a baseball,0,Dative,31,3,31
C,Heterogeneous,Preferred,A baker is dusting powdered sugar on a cake,0,Locative,32,3,31
F,Homogenous,Dispreferred,the woman is spritzing her plants with water,0,Locative,1,4,32
C,Heterogeneous,Preferred,The mother is dabbing alcohol to her daughter's cut,0,Locative,3,4,32
C,Heterogeneous,Dispreferred,The man is scattering the bed with rose petals,1,Locative,4,4,32
D,Heterogeneous,Dispreferred,The lawyer is showing the gun to the judge,1,Dative,5,4,32
F,Homogenous,Preferred,The elephant is spraying water on the clown,0,Locative,7,4,32
E,Heterogeneous,Preferred,The bus is splashing mud onto the people,0,Locative,8,4,32
A,Heterogeneous,Preferred,the artist is splattering paint on his canvas,1,Locative,9,4,32
F,Heterogeneous,Dispreferred,Some guy is throwing a frisbee to his friend,1,Dative,10,4,32
A,Heterogeneous,Dispreferred,Santa Claus is stuffing stockings with fruit,0,Locative,11,4,32
B,Heterogeneous,Dispreferred,An old woman is giving a cake to an old man,1,Dative,13,4,32
G,Homogenous,Preferred,A woman is tossing a patient a beachball,1,Dative,14,4,32
F,Heterogeneous,Preferred,A woman is showing a man a dress,1,Dative,15,4,32
D,Homogenous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,4,32
H,Heterogeneous,Preferred,A woman is reading some kids a book,1,Dative,17,4,32
C,Homogenous,Preferred,A priest is reading the class the bible,1,Dative,18,4,32
E,Homogenous,Preferred,A nurse is showing a boy his x-ray,1,Dative,19,4,32
D,Heterogeneous,Preferred,A nurse is handing a girl crutches,1,Dative,20,4,32
B,Homogenous,Dispreferred,A man is packing a cooler with beers,0,Locative,21,4,32
A,Homogenous,Preferred,A man is giving a little girl a gift,1,Dative,22,4,32
G,Heterogeneous,Dispreferred,A man is drizzling his nachos with cheese,1,Locative,23,4,32
E,Homogenous,Dispreferred,A guy is showing his ID to a bouncer,1,Dative,24,4,32
H,Homogenous,Dispreferred,A girl is sprinkling her soup with salt,1,Locative,25,4,32
C,Homogenous,Dispreferred,A girl is reading a book to a little boy,1,Dative,26,4,32
A,Homogenous,Dispreferred,A girl is handing a paintbrush to a man,1,Dative,27,4,32
B,Heterogeneous,Preferred,A father is reading his little girl a book,1,Dative,28,4,32
B,Homogenous,Preferred,A clown is cramming his shoes into a  box,0,Locative,29,4,32
D,Homogenous,Preferred,A chef is brushing butter on a turkey,0,Locative,30,4,32
H,Homogenous,Preferred,A baker is dusting powdered sugar on a cake,1,Locative,32,4,32
E,Heterogeneous,Preferred,the woman is spritzing water on her plants,1,Locative,1,1,33
H,Heterogeneous,Dispreferred,The quarterback is throwing the football to his receiver,0,Dative,2,1,33
H,Homogenous,Preferred,The man is scattering rose petals on the bed,1,Locative,4,1,33
E,Homogenous,Dispreferred,The lawyer is showing the gun to the judge,0,Dative,5,1,33
A,Heterogeneous,Preferred,The elephant is spraying water on the clown,1,Locative,7,1,33
F,Homogenous,Preferred,the artist is splattering paint on his canvas,1,Locative,9,1,33
G,Homogenous,Preferred,Some guy is throwing his friend a frisbee,0,Dative,10,1,33
B,Homogenous,Preferred,Santa Claus is stuffing fruit into stocking,1,Locative,11,1,33
A,Homogenous,Dispreferred,An old woman is giving a cake to an old man,0,Dative,13,1,33
F,Heterogeneous,Dispreferred,A woman is tossing a beachball to a patient,0,Dative,14,1,33
E,Homogenous,Preferred,A woman is showing a man a dress,1,Dative,15,1,33
G,Heterogeneous,Preferred,A woman is rubbing location on a baby,1,Locative,16,1,33
C,Homogenous,Preferred,A woman is reading some kids a book,0,Dative,17,1,33
F,Heterogeneous,Preferred,A nurse is showing a boy his x-ray,1,Dative,19,1,33
A,Homogenous,Preferred,A nurse is handing a girl crutches,0,Dative,20,1,33
E,Heterogeneous,Dispreferred,A man is packing a cooler with beers,1,Locative,21,1,33
D,Heterogeneous,Preferred,A man is giving a little girl a gift,0,Dative,22,1,33
H,Homogenous,Dispreferred,A man is drizzling his nachos with cheese,0,Locative,23,1,33
D,Heterogeneous,Dispreferred,A guy is showing his ID to a bouncer,0,Dative,24,1,33
B,Heterogeneous,Preferred,A girl is reading a little boy a book,0,Dative,26,1,33
B,Heterogeneous,Dispreferred,A girl is handing a paintbrush to a man,0,Dative,27,1,33
C,Homogenous,Dispreferred,A father is reading a book to his little girl,0,Dative,28,1,33
C,Heterogeneous,Preferred,A chef is brushing butter on a turkey,1,Locative,30,1,33
G,Homogenous,Dispreferred,A boy is throwing a baseball to a man,1,Dative,31,1,33
C,Heterogeneous,Dispreferred,A baker is dusting cake with powdered sugar,1,Locative,32,1,33
F,Homogenous,Preferred,the woman is spritzing water on her plants,0,Locative,1,2,34
G,Homogenous,Preferred,The quarterback is throwing his reciever the football,1,Dative,2,2,34
C,Heterogeneous,Dispreferred,The mother is dabbing her daughter's cut with alcohol,0,Locative,3,2,34
C,Heterogeneous,Preferred,The man is scattering rose petals on the bed,1,Locative,4,2,34
D,Heterogeneous,Preferred,The lawyer is showing the judge the gun,1,Dative,5,2,34
G,Heterogeneous,Dispreferred,The girl is smearing her toast with jelly,0,Locative,6,2,34
F,Homogenous,Dispreferred,The elephant is spraying the clown with water,0,Locative,7,2,34
E,Heterogeneous,Dispreferred,The bus is splashing the people with mud,0,Locative,8,2,34
A,Heterogeneous,Dispreferred,the artist is splattering his canvas with paint,1,Locative,9,2,34
F,Heterogeneous,Preferred,Some guy is throwing his friend a frisbee,1,Dative,10,2,34
A,Heterogeneous,Preferred,Santa Claus is stuffing fruit into stocking,1,Locative,11,2,34
E,Heterogeneous,Preferred,men are loading toxic waste on a truck,1,Locative,12,2,34
B,Heterogeneous,Preferred,An old woman is giving an old man a cake,1,Dative,13,2,34
G,Homogenous,Dispreferred,A woman is tossing a beachball to a patient,0,Dative,14,2,34
F,Heterogeneous,Dispreferred,A woman is showing a dress to a man,1,Dative,15,2,34
D,Homogenous,Preferred,A woman is rubbing lotion on a baby,0,Locative,16,2,34
H,Heterogeneous,Dispreferred,A woman is reading a book to some kids,0,Dative,17,2,34
C,Homogenous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,2,34
E,Homogenous,Dispreferred,A nurse is showing his x-ray to a boy,0,Dative,19,2,34
D,Heterogeneous,Dispreferred,A nurse is handing  crutches to a girl,1,Dative,20,2,34
A,Homogenous,Dispreferred,A man is giving a gift to a little girl,1,Dative,22,2,34
G,Heterogeneous,Preferred,A man is drizzling cheese on his nachos,1,Locative,23,2,34
E,Homogenous,Preferred,A guy is showing a bouncer his ID,0,Dative,24,2,34
H,Homogenous,Preferred,A girl is sprinkling salt on her soup,1,Locative,25,2,34
C,Homogenous,Preferred,A girl is reading a little boy a book,1,Dative,26,2,34
A,Homogenous,Preferred,A girl is handing a man a paintbrush,1,Dative,27,2,34
B,Heterogeneous,Dispreferred,A father is reading a book to his little girl,0,Dative,28,2,34
B,Homogenous,Dispreferred,A clown is cramming a box with his shoes,1,Locative,29,2,34
D,Homogenous,Dispreferred,A chef is brushing a turkey with butter,0,Locative,30,2,34
H,Heterogeneous,Preferred,A boy is throwing a man a baseball,1,Dative,31,2,34
H,Homogenous,Dispreferred,A baker is dusting cake with powdered sugar,1,Locative,32,2,34
E,Heterogeneous,Dispreferred,the woman is spritzing her plants with water,0,Locative,1,3,35
H,Heterogeneous,Preferred,The quarterback is throwing his reciever the football,0,Dative,2,3,35
D,Homogenous,Dispreferred,The mother is dabbing his daughter's cut with alcohol,0,Locative,3,3,35
H,Homogenous,Dispreferred,The man is scattering the bed with rose petals,1,Locative,4,3,35
E,Homogenous,Preferred,The lawyer is showing the judge the gun,1,Dative,5,3,35
D,Homogenous,Preferred,The girl is smearing jelly on her toast,1,Locative,6,3,35
A,Heterogeneous,Dispreferred,The elephant is spraying the clown with water,0,Locative,7,3,35
F,Homogenous,Preferred,The bus is splashing mud onto the people,1,Locative,8,3,35
F,Homogenous,Dispreferred,the artist is splattering his canvas with paint,1,Locative,9,3,35
G,Homogenous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,3,35
B,Homogenous,Dispreferred,Santa Claus is stuffing stockings with fruit,0,Locative,11,3,35
B,Homogenous,Preferred,men are loading toxic waste on a truck,1,Locative,12,3,35
A,Homogenous,Preferred,An old woman is giving an old man a cake,0,Dative,13,3,35
E,Homogenous,Dispreferred,A woman is showing a dress to a man,1,Dative,15,3,35
