,soa,Noun,VerbType,Pic,Distractor,Verb,Relatedness,DistractorType,Subj,Order,Block,Ncategory,expName,session,participant,Transcription,transcription,R0,R1,R2,R3,R4,R5,R6,utterance,Vagr,Vcodability,unaccusativity,obj,Item,OnsetThe,Onset,The,dog,above,the,apple,is,AppleIs
2768,simultaneous,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Unrelated,Verb,chef,80,3,funiture,List8,1,32,{SL} The chef above the windmill is drowning,,1260.8,119.7,459,448.9,119.8,478.9,159.6,NA,0.68,1.912,1,reverse,chefUnacc.jpeg.reverse,1380.5,1260.8,119.7,459,448.9,119.8,478.9,159.6,638.5
2769,simultaneous,castle,Unacc,snailUnacc.jpeg,boil,melt,Related,Verb,snail,81,3,building,List8,1,32,{SL} The snail below the table is melting,,1669.8,229.5,379.2,538.7,99.8,558.7,179.6,NA,0.16,3.886,0.58,reverse,snailUnacc.jpeg.reverse,1899.3,1669.8,229.5,379.2,538.7,99.8,558.7,179.6,738.3
2770,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Unrelated,Verb,monkey,82,3,tool,List8,1,32,{SL} The monkey above the carrot is sleeping,,1240.8,109.8,538.7,858.1,79.8,459,139.7,NA,0.9,0.606,0,reverse,monkeyUnerg.jpeg.reverse,1350.6,1240.8,109.8,538.7,858.1,79.8,459,139.7,598.7
2771,simultaneous,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Related,Verb,clown,83,3,weapon,List8,1,32,{SL} The clown below the violin is walking,,1171,89.8,718.3,778.3,89.8,1077.5,129.7,NA,0.58,0.961,0.24,reverse,clownUnerg.jpeg.reverse,1260.8,1171,89.8,718.3,778.3,89.8,1077.5,129.7,1207.2
2772,negative,windmill,Unerg,chefUnerg.jpeg,bark,yell,Related,Verb,chef,84,3,building,List8,1,32,{SL} The chef above the drawer is yelling,,841.7,219.5,828.1,1416.8,129.7,858.1,259.4,NA,0.78,0.961,0.06,reverse,chefUnerg.jpeg.reverse,1061.2,841.7,219.5,828.1,1416.8,129.7,858.1,259.4,1117.5
2773,simultaneous,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Unrelated,Verb,ballerina,85,3,instrument,List8,1,32,{SL} The ballerina above the ax is running,,971.4,79.8,528.8,289.4,269.4,588.6,189.6,NA,0.84,1.034,0.04,reverse,ballerinaUnerg.jpeg.reverse,1051.2,971.4,79.8,528.8,289.4,269.4,588.6,189.6,778.2
2774,negative,desk,Unacc,boyUnacc.jpeg,shrink,float,Unrelated,Verb,boy,86,3,funiture,List8,1,32,{SL} The boy below the lighthouse is floating,repair,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.718,0.92,reverse,boyUnacc.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
2775,simultaneous,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Unrelated,Verb,penguine,87,3,tool,List8,1,32,{SL} The penguin below the tomato is bouncing,beneath,1360.5,119.8,977.7,987.8,99.8,548.7,159.7,NA,0.54,1.736,NA,reverse,penguineUnacc.jpeg.reverse,1480.3,1360.5,119.8,977.7,987.8,99.8,548.7,159.7,708.4
2776,negative,table,Unerg,snailUnerg.jpeg,wink,crawl,Unrelated,Verb,snail,88,3,funiture,List8,1,32,{SL} The snail below the castle is crawling,beneath,2168.7,239.5,688.4,658.5,89.8,1057.6,99.8,NA,0.14,3.728,0.74,reverse,snailUnerg.jpeg.reverse,2408.2,2168.7,239.5,688.4,658.5,89.8,1057.6,99.8,1157.4
2777,simultaneous,hammer,Unacc,dogUnacc.jpeg,trip,spin,Related,Verb,dog,89,3,tool,List8,1,32,{SL} The dog above the apple is spinning,,742,249.4,578.7,419,209.5,429.1,319.2,NA,0.12,3.022,0.9,reverse,dogUnacc.jpeg.reverse,991.4,742,249.4,578.7,419,209.5,429.1,319.2,748.3
2778,negative,violin,Unacc,clownUnacc.jpeg,shake,grow,Unrelated,Verb,clown,90,3,instrument,List8,1,32,{SL} The clown below the canon is growing,beneath,1759.6,149.7,758.3,169.6,349.2,878,149.7,NA,0.7,1.918,1,reverse,clownUnacc.jpeg.reverse,1909.3,1759.6,149.7,758.3,169.6,349.2,878,149.7,1027.7
2779,negative,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Related,Verb,rabbit,91,3,building,List8,1,32,{SL} The rabbit above the chair is shaking,,2657.6,169.6,389.1,429.1,139.6,419.1,59.8,NA,0.54,2.711,0.8,reverse,rabbitUnacc.jpeg.reverse,2827.2,2657.6,169.6,389.1,429.1,139.6,419.1,59.8,478.9
2780,negative,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Related,Verb,cowboy,92,3,instrument,List8,1,32,{SL} The cowboy above the sword is winking,,1610,99.8,339.2,728.3,99.8,548.8,159.6,NA,0.64,1.628,0.24,reverse,cowboyUnerg.jpeg.reverse,1709.8,1610,99.8,339.2,728.3,99.8,548.8,159.6,708.4
2781,negative,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Unrelated,Verb,octopus,93,3,tool,List8,1,32,{SL} The octopus below the lemon is boiling,,771.9,439,628.6,1067.5,169.6,439,209.6,NA,0.5,2.319,0.96,reverse,octopusUnacc.jpeg.reverse,1210.9,771.9,439,628.6,1067.5,169.6,439,209.6,648.6
2782,negative,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Related,Verb,monkey,94,3,fruit,List8,1,32,{SL} The monkey above the knife is tripping,,1659.9,149.6,578.7,558.7,119.8,518.8,279.4,NA,0.36,3.082,0.59,reverse,monkeyUnacc.jpeg.reverse,1809.5,1659.9,149.6,578.7,558.7,119.8,518.8,279.4,798.2
2783,simultaneous,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Unrelated,Verb,cowboy,95,3,weapon,List8,1,32,{SL} The cowboy above the piano is falling,,1649.9,109.7,319.3,1017.7,109.7,618.6,159.7,NA,0.84,1.114,0.98,reverse,cowboyUnacc.jpeg.reverse,1759.6,1649.9,109.7,319.3,1017.7,109.7,618.6,159.7,778.3
2784,simultaneous,chair,Unerg,rabitUnerg.jpeg,swim,smile,Unrelated,Verb,rabit,96,3,funiture,List8,1,32,{SL} The rabbit above the church is smiling,,901.6,179.6,439,468.9,79.8,578.7,109.8,NA,0.46,2.955,0.11,reverse,rabitUnerg.jpeg.reverse,1081.2,901.6,179.6,439,468.9,79.8,578.7,109.8,688.5
2785,simultaneous,desk,Unacc,boyUnacc.jpeg,shrink,float,Unrelated,Verb,boy,1,1,funiture,List1,1,33,{SL} The boy below the desk is floating,,1440.4,209.5,69.8,309.3,159.7,518.8,149.6,NA,0.7,1.718,0.92,default,boyUnacc.jpeg.default,1649.9,1440.4,209.5,69.8,309.3,159.7,518.8,149.6,668.4
2786,simultaneous,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Related,Verb,rabbit,2,1,building,List1,1,33,{SL} The rabbit above the church is shaking,,642.2,219.5,508.8,439,99.8,748.3,409.1,NA,0.54,2.711,0.8,default,rabbitUnacc.jpeg.default,861.7,642.2,219.5,508.8,439,99.8,748.3,409.1,1157.4
2787,negative,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Related,Verb,clown,3,1,weapon,List1,1,33,{SL} The clown below the canon is walking,,1091.2,159.6,528.8,768.2,299.4,668.4,838.1,NA,0.58,0.961,0.24,default,clownUnerg.jpeg.default,1250.8,1091.2,159.6,528.8,768.2,299.4,668.4,838.1,1506.5
2788,negative,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Unrelated,Verb,penguine,4,1,tool,List1,1,33,{SL} The penguin below the drill is bouncing,,1669.8,179.6,738.4,498.8,99.8,848.1,828.1,NA,0.54,1.736,NA,default,penguineUnacc.jpeg.default,1849.4,1669.8,179.6,738.4,498.8,99.8,848.1,828.1,1676.2
2789,simultaneous,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Related,Verb,ballerina,5,1,weapon,List1,1,33,{SL} The ballerina above the ax is shrinking,,1899.3,409.1,628.6,359.1,199.6,389.1,538.8,NA,0.76,1.56,0.92,default,ballerinaUnacc.jpeg.default,2308.4,1899.3,409.1,628.6,359.1,199.6,389.1,538.8,927.9
2790,simultaneous,windmill,Unerg,chefUnerg.jpeg,bark,yell,Related,Verb,chef,6,1,building,List1,1,33,{SL} The chef above the windmill is yelling,,1021.3,109.8,498.8,508.9,149.6,818.2,588.6,NA,0.78,0.961,0.06,default,chefUnerg.jpeg.default,1131.1,1021.3,109.8,498.8,508.9,149.6,818.2,588.6,1406.8
2791,negative,hammer,Unacc,dogUnacc.jpeg,trip,spin,Related,Verb,dog,7,1,tool,List1,1,33,{SL} The dog above the hammer is spinning,am,NA,NA,NA,NA,NA,NA,NA,NA,0.12,3.022,0.9,default,dogUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2792,negative,chair,Unerg,rabitUnerg.jpeg,swim,smile,Unrelated,Verb,rabit,8,1,funiture,List1,1,33,{SL} The rabbit above the chair is smiling,previous,NA,NA,NA,NA,NA,NA,NA,NA,0.46,2.955,0.11,default,rabitUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2793,simultaneous,apple,Unerg,dogUnerg.jpeg,yawn,bark,Unrelated,Verb,dog,9,1,fruit,List1,1,33,{SL} The dog above the apple is barking,,692.1,139.6,538.8,449,329.3,598.6,209.5,NA,0.7,0.987,0,default,dogUnerg.jpeg.default,831.7,692.1,139.6,538.8,449,329.3,598.6,209.5,808.1
2794,simultaneous,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Related,Verb,penguine,10,1,fruit,List1,1,33,{SL} The penguin below the tomato is sneezing,,761.9,159.6,678.5,538.8,189.5,459,389.1,NA,0.78,1.088,NA,default,penguineUnerg.jpeg.default,921.5,761.9,159.6,678.5,538.8,189.5,459,389.1,848.1
2795,simultaneous,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Related,Verb,monkey,11,1,fruit,List1,1,33,{SL} The monkey above the carrot is tripping,,941.5,99.8,588.6,369.2,139.7,528.8,209.5,NA,0.36,3.082,0.59,default,monkeyUnacc.jpeg.default,1041.3,941.5,99.8,588.6,369.2,139.7,528.8,209.5,738.3
2796,negative,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Unrelated,Verb,cowboy,12,1,weapon,List1,1,33,{SL} The cowboy above the sword is falling,,1111.1,119.7,488.9,399.1,129.7,518.8,389.2,NA,0.84,1.114,0.98,default,cowboyUnacc.jpeg.default,1230.8,1111.1,119.7,488.9,399.1,129.7,518.8,389.2,908
2797,simultaneous,violin,Unacc,clownUnacc.jpeg,shake,grow,Unrelated,Verb,clown,13,1,instrument,List1,1,33,{SL} The clown below the violin is growing,,921.5,568.7,668.5,369.2,89.8,668.5,289.3,NA,0.7,1.918,1,default,clownUnacc.jpeg.default,1490.2,921.5,568.7,668.5,369.2,89.8,668.5,289.3,957.8
2798,simultaneous,gun,Unerg,pirateUnerg.jpeg,walk,cough,Unrelated,Verb,pirate,14,1,weapon,List1,1,33,{SL} The pirate below the gun is coughing,sneezing,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.987,0,default,pirateUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2799,negative,lemon,Unerg,octopusUnerg.jpeg,run,swim,Related,Verb,octopus,15,1,fruit,List1,1,33,{SL} The octopus below the lemon is swimming,previous,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1.574,0.11,default,octopusUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2800,simultaneous,table,Unerg,snailUnerg.jpeg,wink,crawl,Unrelated,Verb,snail,16,1,funiture,List1,1,33,{SL} The snail below the table is crawling,am,NA,NA,NA,NA,NA,NA,NA,NA,0.14,3.728,0.74,default,snailUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2801,negative,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Related,Verb,boy,17,1,building,List1,1,33,{SL} The boy below the lighthouse is yawning,,941.5,199.5,798.2,498.9,119.7,1227.2,488.9,NA,0.82,0.771,0.18,default,boyUnerg.jpeg.default,1141,941.5,199.5,798.2,498.9,119.7,1227.2,488.9,1716.1
2802,simultaneous,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Unrelated,Verb,octopus,18,1,tool,List1,1,33,{SL} The octopus below the spoon is boiling,,1121.1,279.4,1017.6,469,119.7,798.2,309.3,NA,0.5,2.319,0.96,default,octopusUnacc.jpeg.default,1400.5,1121.1,279.4,1017.6,469,119.7,798.2,309.3,1107.5
2803,simultaneous,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Related,Verb,cowboy,19,1,instrument,List1,1,33,{SL} The cowboy above the piano is winking,,851.7,638.5,568.8,638.5,129.7,1107.5,369.2,NA,0.64,1.628,0.24,default,cowboyUnerg.jpeg.default,1490.2,851.7,638.5,568.8,638.5,129.7,1107.5,369.2,1476.7
2804,negative,castle,Unacc,snailUnacc.jpeg,boil,melt,Related,Verb,snail,20,1,building,List1,1,33,{SL} The snail below the castle is melting,,941.5,109.7,638.6,828.1,229.5,977.8,568.7,NA,0.16,3.886,0.58,default,snailUnacc.jpeg.default,1051.2,941.5,109.7,638.6,828.1,229.5,977.8,568.7,1546.5
2805,negative,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Related,Verb,pirate,21,1,instrument,List1,1,33,{SL} The pirate below the guitar is sinking,,1230.8,129.7,708.4,379.2,119.7,788.2,718.4,NA,0.72,1.649,0.92,default,pirateUnacc.jpeg.default,1360.5,1230.8,129.7,708.4,379.2,119.7,788.2,718.4,1506.6
2806,negative,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Unrelated,Verb,ballerina,22,1,instrument,List1,1,33,{SL} The ballerina above the harp is running,oh,NA,NA,NA,NA,NA,NA,NA,NA,0.84,1.034,0.04,default,ballerinaUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2807,negative,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Unrelated,Verb,monkey,23,1,tool,List1,1,33,{SL} The monkey above the knife is sleeping,,1240.8,828.1,608.7,309.2,488.9,508.9,139.7,NA,0.9,0.606,0,default,monkeyUnerg.jpeg.default,2068.9,1240.8,828.1,608.7,309.2,488.9,508.9,139.7,648.6
2808,negative,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Unrelated,Verb,chef,24,1,funiture,List1,1,33,{SL} The chef above the dresser is drowning,,1011.3,109.8,897.9,668.5,987.8,618.6,818.1,NA,0.68,1.912,1,default,chefUnacc.jpeg.default,1121.1,1011.3,109.8,897.9,668.5,987.8,618.6,818.1,1436.7
2809,negative,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Related,Verb,octopus,25,2,tool,List1,1,33,{SL} The octopus below the spoon is boiling,under,1689.8,259.4,648.5,199.6,259.4,858,1137.5,NA,0.5,2.319,0.96,default,octopusUnacc.jpeg.default,1949.2,1689.8,259.4,648.5,199.6,259.4,858,1137.5,1995.5
2810,simultaneous,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Unrelated,Verb,ballerina,26,2,weapon,List1,1,33,{SL} The ballerina above the ax is shrinking,repair,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1.56,0.92,default,ballerinaUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2811,negative,desk,Unacc,boyUnacc.jpeg,drown,float,Related,Verb,boy,27,2,funiture,List1,1,33,{SL} The boy below the desk is floating,drawer,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.718,0.92,default,boyUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2812,simultaneous,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Related,Verb,cowboy,28,2,weapon,List1,1,33,{SL} The cowboy above the sword is falling,,1051.2,249.5,528.8,818.1,109.8,868,568.7,NA,0.84,1.114,0.98,default,cowboyUnacc.jpeg.default,1300.7,1051.2,249.5,528.8,818.1,109.8,868,568.7,1436.7
2813,negative,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Unrelated,Verb,pirate,29,2,instrument,List1,1,33,{SL} The pirate below the guitar is sinking,,1031.3,169.6,439,439,139.7,588.7,299.3,NA,0.72,1.649,0.92,default,pirateUnacc.jpeg.default,1200.9,1031.3,169.6,439,439,139.7,588.7,299.3,888
2814,simultaneous,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Unrelated,Verb,chef,30,2,building,List1,1,33,{SL} The chef above the windmill is yelling,,1250.8,339.2,618.6,488.9,399.1,688.4,339.3,NA,0.78,0.961,0.06,default,chefUnerg.jpeg.default,1590,1250.8,339.2,618.6,488.9,399.1,688.4,339.3,1027.7
2815,negative,violin,Unacc,clownUnacc.jpeg,shrink,grow,Related,Verb,clown,31,2,instrument,List1,1,33,{SL} The clown below the violin is growing,,1290.7,309.3,907.9,469,957.8,987.7,399.1,NA,0.7,1.918,1,default,clownUnacc.jpeg.default,1600,1290.7,309.3,907.9,469,957.8,987.7,399.1,1386.8
2816,simultaneous,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Related,Verb,penguine,32,2,tool,List1,1,33,{SL} The penguin below the drill is bouncing,,1041.3,468.9,768.3,578.6,239.5,698.4,329.3,NA,0.54,1.736,NA,default,penguineUnacc.jpeg.default,1510.2,1041.3,468.9,768.3,578.6,239.5,698.4,329.3,1027.7
2817,simultaneous,dresser,Unacc,chefUnacc.jpeg,float,drown,Related,Verb,chef,33,2,funiture,List1,1,33,{SL} The chef above the dresser is drowning,,911.6,439,728.3,838.1,279.4,758.2,738.4,NA,0.68,1.912,1,default,chefUnacc.jpeg.default,1350.6,911.6,439,728.3,838.1,279.4,758.2,738.4,1496.6
2818,simultaneous,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Related,Verb,ballerina,34,2,instrument,List1,1,33,{SL} The ballerina above the harp is running,,811.8,149.7,1047.6,399.1,139.6,618.6,329.3,NA,0.84,1.034,0.04,default,ballerinaUnerg.jpeg.default,961.5,811.8,149.7,1047.6,399.1,139.6,618.6,329.3,947.9
2819,negative,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Unrelated,Verb,octopus,35,2,fruit,List1,1,33,{SL} The octopus below the lemon is swimming,not complete,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1.574,0.11,default,octopusUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2820,negative,castle,Unacc,snailUnacc.jpeg,trip,melt,Unrelated,Verb,snail,36,2,building,List1,1,33,{SL} The snail below the castle is melting,previous,NA,NA,NA,NA,NA,NA,NA,NA,0.16,3.886,0.58,default,snailUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2821,simultaneous,chair,Unerg,rabitUnerg.jpeg,wink,smile,Related,Verb,rabit,37,2,funiture,List1,1,33,{SL} The rabbit above the chair is smiling,,881.6,199.6,458.9,419.1,139.7,658.5,199.5,NA,0.46,2.955,0.11,default,rabitUnerg.jpeg.default,1081.2,881.6,199.6,458.9,419.1,139.7,658.5,199.5,858
2822,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Related,Verb,monkey,38,2,tool,List1,1,33,{SL} The monkey above the knife is sleeping,un,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.606,0,default,monkeyUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2823,simultaneous,church,Unacc,rabbitUnacc.jpeg,grow,shake,Unrelated,Verb,rabbit,39,2,building,List1,1,33,{SL} The rabbit above the church is shaking,,1510.2,139.7,419,518.9,69.8,788.2,159.6,NA,0.54,2.711,0.8,default,rabbitUnacc.jpeg.default,1649.9,1510.2,139.7,419,518.9,69.8,788.2,159.6,947.8
2824,negative,apple,Unerg,dogUnerg.jpeg,yell,bark,Related,Verb,dog,40,2,fruit,List1,1,33,{SL} The dog above the apple is barking,,961.5,139.6,419.1,289.3,59.9,858,918,NA,0.7,0.987,0,default,dogUnerg.jpeg.default,1101.1,961.5,139.6,419.1,289.3,59.9,858,918,1776
2825,simultaneous,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Unrelated,Verb,cowboy,41,2,instrument,List1,1,33,{SL} The cowboy above the piano is winking,,1190.9,149.7,279.4,518.8,69.8,638.6,159.6,NA,0.64,1.628,0.24,default,cowboyUnerg.jpeg.default,1340.6,1190.9,149.7,279.4,518.8,69.8,638.6,159.6,798.2
2826,simultaneous,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Unrelated,Verb,penguine,42,2,fruit,List1,1,33,{SL} The penguin below the tomato is sneezing,under,1041.3,169.6,728.3,139.7,99.8,947.8,498.9,NA,0.78,1.088,NA,default,penguineUnerg.jpeg.default,1210.9,1041.3,169.6,728.3,139.7,99.8,947.8,498.9,1446.7
2827,negative,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Related,Verb,pirate,43,2,weapon,List1,1,33,{SL} The pirate below the gun is coughing,,1081.2,319.3,678.4,658.5,688.5,468.9,808.1,NA,0.7,0.987,0,default,pirateUnerg.jpeg.default,1400.5,1081.2,319.3,678.4,658.5,688.5,468.9,808.1,1277
2828,negative,table,Unerg,snailUnerg.jpeg,walk,crawl,Related,Verb,snail,44,2,funiture,List1,1,33,{SL} The snail below the table is crawling,,911.6,89.8,558.7,718.4,169.6,628.5,578.7,NA,0.14,3.728,0.74,default,snailUnerg.jpeg.default,1001.4,911.6,89.8,558.7,718.4,169.6,628.5,578.7,1207.2
2829,negative,cannon,Unerg,clownUnerg.jpeg,cough,walk,Unrelated,Verb,clown,45,2,weapon,List1,1,33,{SL} The clown below the canon is walking,smiling,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.961,0.24,default,clownUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2830,simultaneous,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Unrelated,Verb,monkey,46,2,fruit,List1,1,33,{SL} The monkey above the carrot is tripping,,911.6,99.7,748.3,868.1,129.7,808.1,528.8,NA,0.36,3.082,0.59,default,monkeyUnacc.jpeg.default,1011.3,911.6,99.7,748.3,868.1,129.7,808.1,528.8,1336.9
2831,negative,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Unrelated,Verb,boy,47,2,building,List1,1,33,{SL} The boy below the lighthouse is yawning,,951.5,119.7,429,1396.9,239.4,1027.7,1077.5,NA,0.82,0.771,0.18,default,boyUnerg.jpeg.default,1071.2,951.5,119.7,429,1396.9,239.4,1027.7,1077.5,2105.2
2832,negative,hammer,Unacc,dogUnacc.jpeg,sink,spin,Unrelated,Verb,dog,48,2,tool,List1,1,33,{SL} The dog above the hammer is spinning,,961.5,99.7,538.8,419,119.8,788.2,698.4,NA,0.12,3.022,0.9,default,dogUnacc.jpeg.default,1061.2,961.5,99.7,538.8,419,119.8,788.2,698.4,1486.6
2833,simultaneous,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Related,Verb,boy,49,3,building,List1,1,33,{SL} The boy below the lighthouse is yawning,,831.7,199.6,319.3,289.3,169.6,1077.6,259.4,NA,0.82,0.771,0.18,default,boyUnerg.jpeg.default,1031.3,831.7,199.6,319.3,289.3,169.6,1077.6,259.4,1337
2834,negative,gun,Unerg,pirateUnerg.jpeg,walk,cough,Unrelated,Verb,pirate,50,3,weapon,List1,1,33,{SL} The pirate below the gun is coughing,,931.5,159.7,409,409.1,199.5,768.3,758.3,NA,0.7,0.987,0,default,pirateUnerg.jpeg.default,1091.2,931.5,159.7,409,409.1,199.5,768.3,758.3,1526.6
2835,negative,apple,Unerg,dogUnerg.jpeg,yawn,bark,Unrelated,Verb,dog,51,3,fruit,List1,1,33,{SL} The dog above the apple is barking,,692.1,119.7,528.8,718.4,259.4,399.1,389.1,NA,0.7,0.987,0,default,dogUnerg.jpeg.default,811.8,692.1,119.7,528.8,718.4,259.4,399.1,389.1,788.2
2836,simultaneous,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Related,Verb,pirate,52,3,instrument,List1,1,33,{SL} The pirate below the guitar is sinking,,831.7,139.7,389.1,389.2,119.7,1746,449,NA,0.72,1.649,0.92,default,pirateUnacc.jpeg.default,971.4,831.7,139.7,389.1,389.2,119.7,1746,449,2195
2837,negative,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Related,Verb,ballerina,53,3,weapon,List1,1,33,{SL} The ballerina above the ax is shrinking,,901.6,109.7,628.6,399.1,219.5,987.8,229.4,NA,0.76,1.56,0.92,default,ballerinaUnacc.jpeg.default,1011.3,901.6,109.7,628.6,399.1,219.5,987.8,229.4,1217.2
2838,simultaneous,lemon,Unerg,octopusUnerg.jpeg,run,swim,Related,Verb,octopus,54,3,fruit,List1,1,33,{SL} The octopus below the lemon is swimming,,712,189.6,628.6,508.8,169.6,738.3,538.8,NA,0.74,1.574,0.11,default,octopusUnerg.jpeg.default,901.6,712,189.6,628.6,508.8,169.6,738.3,538.8,1277.1
2839,negative,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Related,Verb,penguine,55,3,fruit,List1,1,33,{SL} The penguin below the tomato is sneezing,,881.6,59.9,439,359.2,109.7,898,498.9,NA,0.78,1.088,NA,default,penguineUnerg.jpeg.default,941.5,881.6,59.9,439,359.2,109.7,898,498.9,1396.9
2840,simultaneous,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Unrelated,Verb,chef,56,3,funiture,List1,1,33,{SL} The chef above the dresser is drowning,,1041.3,159.6,498.9,648.5,59.9,688.4,947.8,NA,0.68,1.912,1,default,chefUnacc.jpeg.default,1200.9,1041.3,159.6,498.9,648.5,59.9,688.4,947.8,1636.2
2841,simultaneous,castle,Unacc,snailUnacc.jpeg,boil,melt,Related,Verb,snail,57,3,building,List1,1,33,{SL} The snail below the castle is melting,,921.5,99.8,818.2,1107.4,459,728.3,339.3,NA,0.16,3.886,0.58,default,snailUnacc.jpeg.default,1021.3,921.5,99.8,818.2,1107.4,459,728.3,339.3,1067.6
2842,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Unrelated,Verb,monkey,58,3,tool,List1,1,33,{SL} The monkey above the knife is sleeping,repair,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.606,0,default,monkeyUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2843,simultaneous,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Related,Verb,clown,59,3,weapon,List1,1,33,{SL} The clown below the canon is walking,repair,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.961,0.24,default,clownUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
2844,negative,windmill,Unerg,chefUnerg.jpeg,bark,yell,Related,Verb,chef,60,3,building,List1,1,33,{SL} The chef above the windmill is yelling,,1051.2,169.7,1436.7,249.4,508.9,937.8,239.5,NA,0.78,0.961,0.06,default,chefUnerg.jpeg.default,1220.9,1051.2,169.7,1436.7,249.4,508.9,937.8,239.5,1177.3
2845,simultaneous,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Unrelated,Verb,ballerina,61,3,instrument,List1,1,33,{SL} The ballerina above the harp is running,,971.4,99.8,718.4,558.7,269.4,1057.6,888,NA,0.84,1.034,0.04,default,ballerinaUnerg.jpeg.default,1071.2,971.4,99.8,718.4,558.7,269.4,1057.6,888,1945.6
2846,negative,desk,Unacc,boyUnacc.jpeg,shrink,float,Unrelated,Verb,boy,62,3,funiture,List1,1,33,{SL} The boy below the desk is floating,repair,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.718,0.92,default,boyUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
