"","Relatedness","VerbType","Pic","Picture","PictureVersion","Distractor","DistractorType","Verb","Anoun","Snoun","Order","expName","participant","Transcription","Utterance","Vcodability","Vagr","Vfreq","Aagreement","Acodability","Afreq","Sfreq","Scodability","Onset","The","dog","above","the","apple","is","soa","syllable","visual_complexity","unaccusativity","OnsetThe","experiment"
"3912","Unrelated","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.hammer","B","dresser","Noun","spin","hammer","dog",72,"List4",44,"{SL} The dog above the hammer is spinning","",3.022,0.12,10683,1,0.057,2.485,58314,0.995,1739,588.7,399.1,379.1,189.6,458.9,259.4,"n150","long",9533,0.9,2327.7,"Exp1"
"3913","Related","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.lighthouse","B","sleep","Verb","yawn","lighthouse","boy",73,"List4",44,"{SL} The boy below the lighthouse is yawning","",0.771,0.82,1333,0.94,0.409,1.386,42823,1.896,1080.5,169.6,379.2,419,868,668.5,259.4,"n150","long",31692,0.18,1250.1,"Exp1"
"3914","Unrelated","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.gun","","guitar","Noun","cough","gun","pirate",74,"List4",44,"{SL} The pirate below the gun is coughing","",0.987,0.7,2215,0.9,0.687,4.605,6292,0.69,1050.6,269.4,468.9,359.2,209.5,379.1,379.2,"n150","short",10904,0,1320,"Exp1"
"3915","Unrelated","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.apple","A","lighthouse","Noun","bark","apple","dog",75,"List4",44,"{SL} The dog above the apple is barking","",0.987,0.7,2441,1,0.029,3.434,58314,0.629,771.2,129.7,289.3,339.3,159.6,429,159.7,"n150","long",8241,0,900.9,"Exp1"
"3916","Related","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.guitar","","fall","Verb","sink","guitar","pirate",76,"List4",44,"{SL} The pirate below the guitar is sinking","",1.594,0.72,8579,0.98,0.141,2.079,6292,0.592,1010.7,59.8,299.3,369.2,109.8,518.8,508.8,"n150","long",12032,0.92,1070.5,"Exp1"
"3917","Related","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.ax","A","sword","Noun","shrink","ax","ballerina",77,"List4",44,"{SL} The ballerina above the ax is shrinking","",1.56,0.76,4085,0.86,0.668,2.303,140,1.937,940.8,199.6,399.1,329.2,169.6,299.3,399.1,"n150","short",7849,0.92,1140.4,"Exp1"
"3918","Related","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.lemon","","run","Verb","swim","lemon","octopus",78,"List4",44,"{SL} The octopus below the lemon is swimming","",1.574,0.74,5116,0.96,0.31,2.773,900,0.48,881,59.8,578.7,299.3,149.7,409.1,199.5,"n150","long",8524,0.11,940.8,"Exp1"
"3919","Related","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.tomato","","carrot","Noun","sneeze","tomato","penguin",79,"List4",44,"{SL} The penguin below the tomato is sneezing","",1.088,0.78,540,0.98,0.141,2.708,2222,0.689,771.2,69.8,488.9,329.3,359.2,478.9,229.5,"n150","long",8388,0.04,841,"Exp1"
"3920","Unrelated","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.drawer","A","bounce","Verb","drown","drawer","chef",80,"List4",44,"{SL} The chef above the drawer is drowning","",1.912,0.68,1415,0.48,2.095,1.792,1418,0.774,990.7,209.5,339.3,409,139.7,588.7,778.2,"n150","long",21173,1,1200.2,"Exp1"
"3921","Related","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.castle","","boil","Verb","melt","castle","snail",81,"List4",44,"{SL} The snail below the castle is melting","ch_ castle",3.886,0.16,2781,1,0,3.332,10191,0,NA,NA,NA,NA,NA,NA,NA,"n150","long",22746,0.58,NA,"Exp1"
"3922","Unrelated","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.knife","B","yell","Verb","sleep","knife","monkey",82,"List4",44,"{SL} The monkey above the knife is sleeping","",0.606,0.9,25606,1,0.057,3.807,4882,0.357,861,109.7,409.1,289.4,199.5,369.2,339.2,"n150","long",8773,0,970.7,"Exp1"
"3923","Related","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.canon","A","crawl","Verb","walk","canon","clown",83,"List4",44,"{SL} The clown below the canon is walking","",2.218,0.58,33093,1,0.111,1.946,2761,1.896,910.9,129.7,429,299.3,89.8,439,199.6,"n150","long",17678,0.24,1040.6,"Exp1"
"3924","Related","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.windmill","B","lighthouse","Noun","yell","windmill","chef",84,"List4",44,"{SL} The chef above the windmill is yelling","",0.961,0.78,3322,0.93,0.55,2.303,1418,1.194,1220.2,279.3,379.2,379.1,269.4,498.9,189.5,"n150","long",12430,0.06,1499.5,"Exp1"
"3925","Unrelated","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.harp","B","sneeze","Verb","run","harp","ballerina",85,"List4",44,"{SL} The ballerina above the harp is running","",1.034,0.84,223338,0.96,0.388,1.386,140,1.707,781.2,139.7,618.6,488.8,129.7,508.9,249.4,"n150","short",14170,0.04,920.9,"Exp1"
"3926","Unrelated","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.desk","A","violin","Noun","float","desk","boy",86,"List4",44,"{SL} The boy below the desk is floating","",1.718,0.7,5704,1,0,4.522,42823,1.733,990.7,209.5,449,459,448.9,488.9,179.6,"n150","short",17761,0.92,1200.2,"Exp1"
"3927","Unrelated","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.drill","","drown","Verb","bounce","drill","penguin",87,"List4",44,"{SL} The penguin below the drill is bouncing","",1.645,0.54,4243,0.63,1.704,2.197,2222,0.303,930.8,229.5,409.1,329.2,189.6,488.9,339.2,"n150","short",16254,0.56,1160.3,"Exp1"
"3928","Unrelated","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.table","","tomato","Noun","crawl","table","snail",88,"List4",44,"{SL} The snail below the table is crawling","",3.728,0.14,3131,0.98,0.141,5.464,10191,0,801.1,169.6,319.3,349.2,129.7,508.9,458.9,"n150","long",12010,0.74,970.7,"Exp1"
"3929","Related","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.hammer","B","trip","Verb","spin","hammer","dog",89,"List4",44,"{SL} The dog above the hammer is spinning","",3.022,0.12,10683,1,0.057,2.485,58314,0.995,1170.3,269.4,109.7,309.3,159.7,399.1,239.4,"n150","long",9533,0.9,1439.7,"Exp1"
"3930","Unrelated","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.violin","B","desk","Noun","grow","violin","clown",90,"List4",44,"{SL} The clown below the violin is growing","the_ ah",1.786,0.7,24803,0.82,0.858,1.946,2761,0.179,NA,NA,NA,NA,NA,NA,NA,"n150","long",8571,1,NA,"Exp1"
"3931","Related","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.church","","castle","Noun","shake","church","rabbit",91,"List4",44,"{SL} The rabbit above the church is shaking","",2.711,0.54,5292,0.96,0.282,5.215,5751,1.086,1080.5,119.7,439,419.1,99.7,508.9,618.6,"n150","short",34595,0.8,1200.2,"Exp1"
"3932","Related","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.piano","A","guitar","Noun","wink","piano","cowboy",92,"List4",44,"{SL} The cowboy above the piano is winking","",1.643,0.64,1494,1,0.029,3.332,2826,0.35,881,119.7,449,429,269.4,868,508.8,"n150","long",19570,0.24,1000.7,"Exp1"
"3933","Unrelated","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.spoon","","ax","Noun","boil","spoon","octopus",93,"List4",44,"{SL} The octopus below the spoon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,811.1,129.7,758.3,409.1,209.5,369.1,149.7,"n150","short",7344,0.96,940.8,"Exp1"
"3934","Related","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.carrot","A","tomato","Noun","trip","carrot","monkey",94,"List4",44,"{SL} The monkey above the carrot is tripping","",3.082,0.36,28399,1,0,2.197,4882,0.815,671.4,169.6,369.2,299.3,79.8,558.8,478.9,"n150","long",13201,0.59,841,"Exp1"
"3935","Unrelated","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.sword","B","boil","Verb","fall","sword","cowboy",95,"List4",44,"{SL} The cowboy above the sword is falling","",1.114,0.84,46059,0.92,0.522,2.89,2826,0.885,1230.2,399.1,389.1,468.9,99.8,359.2,179.6,"n150","short",10243,0.98,1629.3,"Exp1"
"3936","Unrelated","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.chair","","swim","Verb","smile","chair","rabbit",96,"List4",44,"{SL} The rabbit above the chair is smiling","",2.748,0.46,12276,1,0,4.92,5751,1.061,861,99.8,409,339.3,359.2,379.1,468.9,"n150","short",11238,0.11,960.8,"Exp1"
"3937","Unrelated","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.lighthouse","B","shrink","Verb","float","lighthouse","boy",1,"List5",45,"{SL} The boy below the lighthouse is floating","",1.718,0.7,5704,0.94,0.409,1.386,42823,1.733,970.7,329.3,678.5,399.1,119.7,558.7,159.6,"n150","long",31692,0.92,1300,"Exp1"
"3938","Related","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.chair","","bounce","Verb","shake","chair","rabbit",2,"List5",45,"{SL} The rabbit above the chair is shaking","",2.711,0.54,5292,1,0,4.92,5751,1.086,1250.1,259.4,369.2,299.3,79.8,439,89.8,"n150","short",11238,0.8,1509.5,"Exp1"
"3939","Related","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.violin","B","harp","Noun","walk","violin","clown",3,"List5",45,"{SL} The clown below the violin is walking","",2.218,0.58,33093,0.82,0.858,1.946,2761,1.896,980.7,149.7,409.1,518.8,149.6,768.3,349.2,"n150","long",8571,0.24,1130.4,"Exp1"
"3940","Unrelated","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.tomato","","table","Noun","bounce","tomato","penguin",4,"List5",45,"{SL} The penguin below the tomato is bouncing","",1.645,0.54,4243,0.98,0.141,2.079,2222,0.303,801.1,189.6,708.4,339.2,109.8,618.6,369.1,"n150","long",8388,0.56,990.7,"Exp1"
"3941","Related","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.harp","B","grow","Verb","shrink","harp","ballerina",5,"List5",45,"{SL} The ballerina above the harp is shrinking","",1.56,0.76,4085,0.96,0.388,1.386,140,1.937,920.9,628.5,788.2,399.1,129.7,359.2,179.6,"n150","short",14170,0.92,1549.4,"Exp1"
"3942","Related","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.drawer","A","bark","Verb","yell","drawer","chef",6,"List5",45,"{SL} The chef above the drawer is yelling","",0.961,0.78,3322,0.48,2.095,1.792,1418,0.774,910.9,299.3,738.3,429.1,528.7,518.9,359.2,"n150","long",21173,0.06,1210.2,"Exp1"
"3943","Related","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.apple","A","lemon","Noun","spin","apple","dog",7,"List5",45,"{SL} The dog above the apple is spinning","",3.022,0.12,10683,1,0.029,3.434,58314,0.995,990.7,99.8,399.1,319.2,189.6,429,89.8,"n150","long",8241,0.9,1090.5,"Exp1"
"3944","Unrelated","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.church","","harp","Noun","smile","church","rabbit",8,"List5",45,"{SL} The rabbit above the church is smiling","",2.748,0.46,12276,0.96,0.282,5.215,5751,1.061,1339.9,129.7,508.9,269.3,199.6,369.2,139.6,"n150","short",34595,0.11,1469.6,"Exp1"
"3945","Unrelated","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.hammer","B","yawn","Verb","bark","hammer","dog",9,"List5",45,"{SL} The dog above the hammer is barking","",0.987,0.7,2441,1,0.057,2.485,58314,0.629,1110.4,79.8,419.1,389.1,269.4,608.6,528.8,"n150","long",9533,0,1190.2,"Exp1"
"3946","Related","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.drill","","cough","Verb","sneeze","drill","penguin",10,"List5",45,"{SL} The penguin below the drill is sneezing","",1.088,0.78,540,0.63,1.704,2.197,2222,0.689,1010.7,119.7,478.9,349.2,179.6,578.7,69.8,"n150","short",16254,0.04,1130.4,"Exp1"
"3947","Related","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.knife","B","spin","Verb","trip","knife","monkey",11,"List5",45,"{SL} The monkey above the knife is tripping","",3.082,0.36,28399,1,0.057,3.807,4882,0.815,1170.3,409.1,458.9,339.3,109.7,468.9,219.5,"n150","long",8773,0.59,1579.4,"Exp1"
"3948","Unrelated","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.piano","A","carrot","Noun","fall","piano","cowboy",12,"List5",45,"{SL} The cowboy above the piano is falling","",1.114,0.84,46059,1,0.029,3.332,2826,0.885,1090.5,109.7,469,369.1,119.7,608.7,299.3,"n150","long",19570,0.98,1200.2,"Exp1"
"3949","Unrelated","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.canon","A","shake","Verb","grow","canon","clown",13,"List5",45,"{SL} The clown below the canon is growing","",1.786,0.7,24803,1,0.111,1.946,2761,0.179,531.7,389.2,538.7,259.4,119.8,538.8,309.2,"n150","long",17678,1,920.9,"Exp1"
"3950","Unrelated","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.guitar","","walk","Verb","cough","guitar","pirate",14,"List5",45,"{SL} The pirate below the guitar is coughing","",0.987,0.7,2215,0.98,0.141,2.079,6292,0.69,960.8,299.3,488.9,329.2,79.8,648.6,229.5,"n150","long",12032,0,1260.1,"Exp1"
"3951","Related","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.spoon","","knife","Noun","swim","spoon","octopus",15,"List5",45,"{SL} The octopus below the spoon is swimming","",1.574,0.74,5116,1,0.029,2.773,900,0.48,711.3,169.7,1067.5,329.3,99.8,488.8,109.8,"n150","short",7344,0.11,881,"Exp1"
"3952","Unrelated","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.castle","","wink","Verb","crawl","castle","snail",16,"List5",45,"{SL} The snail below the castle is crawling","",3.728,0.14,3131,1,0,3.332,10191,0,721.3,319.3,907.9,289.4,99.7,648.6,209.5,"n150","long",22746,0.74,1040.6,"Exp1"
"3953","Related","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.desk","A","chair","Noun","yawn","desk","boy",17,"List5",45,"{SL} The boy below the desk is yawning","",0.771,0.82,1333,1,0,4.522,42823,1.896,551.7,429,339.3,488.8,718.4,558.7,289.4,"n150","short",17761,0.18,980.7,"Exp1"
"3954","Unrelated","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.lemon","","fall","Verb","boil","lemon","octopus",18,"List5",45,"{SL} The octopus below the lemon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,990.7,249.4,498.9,329.3,89.7,379.2,159.6,"n150","long",8524,0.96,1240.1,"Exp1"
"3955","Related","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.sword","B","smile","Verb","wink","sword","cowboy",19,"List5",45,"{SL} The cowboy above the sword is winking","",1.643,0.64,1494,0.92,0.522,2.89,2826,0.35,701.4,259.4,439,339.2,69.8,279.4,139.7,"n150","short",10243,0.24,960.8,"Exp1"
"3956","Related","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.table","","dresser","Noun","melt","table","snail",20,"List5",45,"{SL} The snail below the table is melting","",3.886,0.16,2781,0.98,0.141,5.464,10191,0,1120.4,69.8,449,419.1,399.1,768.2,459,"n150","long",12010,0.58,1190.2,"Exp1"
"3957","Related","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.gun","","cannon","Noun","sink","gun","pirate",21,"List5",45,"{SL} The pirate below the gun is sinking","",1.594,0.72,8579,0.9,0.687,4.605,6292,0.592,940.8,668.5,439,309.3,99.8,359.2,249.4,"n150","short",10904,0.92,1609.3,"Exp1"
"3958","Unrelated","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.ax","A","spoon","Noun","run","ax","ballerina",22,"List5",45,"{SL} The ballerina above the ax is running","",1.034,0.84,223338,0.86,0.668,2.303,140,1.707,781.2,339.2,578.7,329.2,149.7,409.1,219.5,"n150","short",7849,0.04,1120.4,"Exp1"
"3959","Unrelated","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.carrot","A","piano","Noun","sleep","carrot","monkey",23,"List5",45,"{SL} The monkey above the carrot is sleeping","",0.606,0.9,25606,1,0,2.197,4882,0.357,940.8,139.7,389.1,229.5,69.8,339.3,59.8,"n150","long",13201,0,1080.5,"Exp1"
"3960","Unrelated","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.windmill","B","chair","Noun","drown","windmill","chef",24,"List5",45,"{SL} The chef above the windmill is drowning","",1.912,0.68,1415,0.93,0.55,2.303,1418,0.774,1290,259.4,528.8,299.4,139.6,818.2,1346.9,"n150","long",12430,1,1549.4,"Exp1"
"3961","Related","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.lemon","","apple","Noun","boil","lemon","octopus",25,"List5",45,"{SL} The octopus below the lemon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,701.4,299.3,488.9,229.4,109.8,339.2,279.4,"n150","long",8524,0.96,1000.7,"Exp1"
"3962","Unrelated","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.harp","B","float","Verb","shrink","harp","ballerina",26,"List5",45,"{SL} The ballerina above the harp is shrinking","",1.56,0.76,4085,0.96,0.388,1.386,140,1.937,711.3,269.4,568.7,369.2,169.6,319.3,419,"n150","short",14170,0.92,980.7,"Exp1"
"3963","Related","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.lighthouse","B","windmill","Noun","float","lighthouse","boy",27,"List5",45,"{SL} The boy below the lighthouse is floating","",1.718,0.7,5704,0.94,0.409,1.386,42823,1.733,621.5,349.2,409.1,359.2,478.9,339.2,239.5,"n150","long",31692,0.92,970.7,"Exp1"
"3964","Related","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.piano","A","sink","Verb","fall","piano","cowboy",28,"List5",45,"{SL} The cowboy above the piano is falling","",1.114,0.84,46059,1,0.029,3.332,2826,0.885,1469.6,209.5,788.2,379.2,109.7,1177.4,668.4,"n150","long",19570,0.98,1679.1,"Exp1"
"3965","Unrelated","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.gun","","guitar","Noun","sink","gun","pirate",29,"List5",45,"{SL} The pirate below the gun is sinking","",1.594,0.72,8579,0.9,0.687,4.605,6292,0.592,1389.8,339.2,947.9,458.9,129.7,439,249.5,"n150","short",10904,0.92,1729,"Exp1"
"3966","Unrelated","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.drawer","A","sleep","Verb","yell","drawer","chef",30,"List5",45,"{SL} The chef above the drawer is yelling","",0.961,0.78,3322,0.48,2.095,1.792,1418,0.774,1110.4,618.6,818.2,399.1,139.6,459,259.4,"n150","long",21173,0.06,1729,"Exp1"
"3967","Related","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.canon","A","gun","Noun","grow","canon","clown",31,"List5",45,"{SL} The clown below the canon is growing","",1.786,0.7,24803,1,0.111,1.946,2761,0.179,1020.6,219.5,1137.5,439,109.7,708.4,249.4,"n150","long",17678,1,1240.1,"Exp1"
"3968","Related","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.tomato","","shake","Verb","bounce","tomato","penguin",32,"List5",45,"{SL} The penguin below the tomato is bouncing","",1.645,0.54,4243,0.98,0.141,2.079,2222,0.303,960.8,179.6,518.8,269.4,119.7,578.7,139.7,"n150","long",8388,0.56,1140.4,"Exp1"
"3969","Related","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.windmill","B","float","Verb","drown","windmill","chef",33,"List5",45,"{SL} The chef above the windmill is drowning","",1.912,0.68,1415,0.93,0.55,2.303,1418,0.774,1000.7,289.3,478.9,269.4,119.7,648.6,279.3,"n150","long",12430,1,1290,"Exp1"
"3970","Related","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.ax","A","swim","Verb","run","ax","ballerina",34,"List5",45,"{SL} The ballerina above the ax is running","",1.034,0.84,223338,0.86,0.668,2.303,140,1.707,1818.8,289.4,858,349.2,209.5,339.3,169.6,"n150","short",7849,0.04,2108.2,"Exp1"
"3971","Unrelated","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.spoon","","ax","Noun","swim","spoon","octopus",35,"List5",45,"{SL} The octopus below the spoon is swimming","",1.574,0.74,5116,1,0.029,2.773,900,0.48,1429.7,259.4,608.6,259.4,79.9,498.8,99.8,"n150","short",7344,0.11,1689.1,"Exp1"
"3972","Unrelated","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.table","","tomato","Noun","melt","table","snail",36,"List5",45,"{SL} The snail below the table is melting","",3.886,0.16,2781,0.98,0.141,5.464,10191,0,1280,1207.3,558.7,369.2,189.6,548.7,219.5,"n150","long",12010,0.58,2487.3,"Exp1"
"3973","Related","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.church","","wink","Verb","smile","church","rabbit",37,"List5",45,"{SL} The rabbit above the church is smiling","",2.748,0.46,12276,0.96,0.282,5.215,5751,1.061,1429.7,169.6,419.1,299.3,119.7,778.2,1007.8,"n150","short",34595,0.11,1599.3,"Exp1"
"3974","Related","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.carrot","A","yawn","Verb","sleep","carrot","monkey",38,"List5",45,"{SL} The monkey above the carrot is sleeping","",0.606,0.9,25606,1,0,2.197,4882,0.357,1300,99.8,518.8,259.4,129.7,558.7,139.7,"n150","long",13201,0,1399.8,"Exp1"
"3975","Unrelated","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.chair","","grow","Verb","shake","chair","rabbit",39,"List5",45,"{SL} The rabbit above the chair is shaking","",2.711,0.54,5292,1,0,4.92,5751,1.086,920.9,558.7,1376.9,987.7,309.3,558.7,269.4,"n150","short",11238,0.8,1479.6,"Exp1"
"3976","Related","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.hammer","B","drill","Noun","bark","hammer","dog",40,"List5",45,"{SL} The dog above the hammer is barking","",0.987,0.7,2441,1,0.057,2.485,58314,0.629,781.2,99.8,269.3,319.3,99.8,379.1,149.7,"n150","long",9533,0,881,"Exp1"
"3977","Unrelated","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.sword","B","crawl","Verb","wink","sword","cowboy",41,"List5",45,"{SL} The cowboy above the sword is winking","",1.643,0.64,1494,0.92,0.522,2.89,2826,0.35,1359.9,299.3,548.7,279.4,79.8,289.4,139.6,"n150","short",10243,0.24,1659.2,"Exp1"
"3978","Unrelated","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.drill","","run","Verb","sneeze","drill","penguin",42,"List5",45,"{SL} The penguin below the drill is sneezing","",1.088,0.78,540,0.63,1.704,2.197,2222,0.689,2128.1,129.7,409.1,229.5,149.6,449,189.6,"n150","short",16254,0.04,2257.8,"Exp1"
"3979","Related","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.guitar","","piano","Noun","cough","guitar","pirate",43,"List5",45,"{SL} The pirate below the guitar is coughing","cowboy",0.987,0.7,2215,0.98,0.141,2.079,6292,0.69,NA,NA,NA,NA,NA,NA,NA,"n150","long",12032,0,NA,"Exp1"
"3980","Related","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.castle","","church","Noun","crawl","castle","snail",44,"List5",45,"{SL} The snail below the castle is crawling","",3.728,0.14,3131,1,0,3.332,10191,0,1150.3,149.7,409.1,399.1,119.7,628.6,149.6,"n150","long",22746,0.74,1300,"Exp1"
"3981","Unrelated","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.violin","B","desk","Noun","walk","violin","clown",45,"List5",45,"{SL} The clown below the violin is walking","",2.218,0.58,33093,0.82,0.858,1.946,2761,1.896,1699.1,169.6,498.9,289.3,169.6,548.8,149.6,"n150","long",8571,0.24,1868.7,"Exp1"
"3982","Unrelated","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.knife","B","melt","Verb","trip","knife","monkey",46,"List5",45,"{SL} The monkey above the knife is tripping","",3.082,0.36,28399,1,0.057,3.807,4882,0.815,1429.7,209.5,319.3,249.4,99.8,548.8,1217.2,"n150","long",8773,0.59,1639.2,"Exp1"
"3983","Unrelated","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.desk","A","violin","Noun","yawn","desk","boy",47,"List5",45,"{SL} The boy below the desk is yawning","",0.771,0.82,1333,1,0,4.522,42823,1.896,1808.8,528.8,389.2,468.9,1317,419,259.5,"n150","short",17761,0.18,2337.6,"Exp1"
