"Subject" "AbsTrial" "List" "CardSet" "VerbCat" "Confusable." "TargBinary" "PTnumeric" "VerbClass" "Item" "PrimeType" "Homogeneity"
"902" 45 2157 5 3 "throw" 0 1 1 "Dative" 21 "preferred" "Heterogenous"
"903" 45 2158 5 3 "spray" 1 1 1 "Locative" 38 "preferred" "Homogenous"
"904" 45 2160 5 3 "show" 0 1 1 "Dative" 14 "preferred" "Heterogenous"
"905" 46 2161 6 3 "give" 1 0 0 "Dative" 3 "dispreferred" "Homogenous"
"906" 46 2164 6 3 "give" 1 1 0 "Dative" 4 "dispreferred" "Homogenous"
"907" 46 2167 6 3 "give" 1 0 1 "Dative" 5 "preferred" "Homogenous"
"908" 46 2170 6 3 "give" 1 1 1 "Dative" 6 "preferred" "Homogenous"
"909" 46 2173 6 3 "give" 0 1 1 "Dative" 1 "preferred" "Heterogenous"
"910" 46 2177 6 3 "put" 1 1 1 "Locative" 28 "preferred" "Homogenous"
"911" 46 2179 6 3 "show" 0 0 0 "Dative" 13 "dispreferred" "Heterogenous"
"912" 46 2180 6 3 "put" 1 1 0 "Locative" 29 "dispreferred" "Homogenous"
"913" 46 2183 6 3 "put" 1 1 0 "Locative" 30 "dispreferred" "Homogenous"
"914" 46 2186 6 3 "rub" 0 1 0 "Locative" 34 "dispreferred" "Heterogenous"
"915" 46 2192 6 3 "sprinkle" 0 1 1 "Locative" 47 "preferred" "Heterogenous"
"916" 46 2197 6 3 "spray" 1 0 1 "Locative" 41 "preferred" "Homogenous"
"917" 46 2199 6 3 "read" 0 1 1 "Dative" 10 "preferred" "Heterogenous"
"918" 46 2200 6 3 "spray" 1 1 1 "Locative" 37 "preferred" "Homogenous"
"919" 46 2203 6 3 "spray" 1 0 0 "Locative" 39 "dispreferred" "Homogenous"
"920" 46 2208 6 3 "show" 0 0 0 "Dative" 14 "dispreferred" "Heterogenous"
"921" 47 2209 7 4 "read" 1 1 0 "Dative" 9 "dispreferred" "Homogenous"
"922" 47 2211 7 4 "rub" 0 1 1 "Locative" 32 "preferred" "Heterogenous"
"923" 47 2214 7 4 "put" 0 0 0 "Locative" 27 "dispreferred" "Heterogenous"
"924" 47 2220 7 4 "spray" 0 1 1 "Locative" 37 "preferred" "Heterogenous"
"925" 47 2224 7 4 "give" 0 1 1 "Dative" 3 "preferred" "Heterogenous"
"926" 47 2230 7 4 "show" 0 1 0 "Dative" 16 "dispreferred" "Heterogenous"
"927" 47 2234 7 4 "put" 0 1 0 "Locative" 28 "dispreferred" "Heterogenous"
"928" 47 2235 7 4 "throw" 1 1 0 "Dative" 20 "dispreferred" "Homogenous"
"929" 47 2237 7 4 "rub" 0 0 1 "Locative" 31 "preferred" "Heterogenous"
"930" 47 2238 7 4 "throw" 1 1 0 "Dative" 21 "dispreferred" "Homogenous"
"931" 47 2241 7 4 "throw" 1 1 1 "Dative" 22 "preferred" "Homogenous"
"932" 47 2244 7 4 "throw" 1 1 1 "Dative" 23 "preferred" "Homogenous"
"933" 47 2245 7 4 "sprinkle" 1 1 1 "Locative" 45 "preferred" "Homogenous"
"934" 47 2247 7 4 "give" 0 1 1 "Dative" 4 "preferred" "Heterogenous"
"935" 47 2248 7 4 "sprinkle" 1 1 1 "Locative" 47 "preferred" "Homogenous"
"936" 47 2251 7 4 "sprinkle" 1 1 0 "Locative" 46 "dispreferred" "Homogenous"
"937" 47 2253 7 4 "show" 0 1 0 "Dative" 15 "dispreferred" "Heterogenous"
"938" 48 2257 8 4 "read" 1 1 1 "Dative" 9 "preferred" "Homogenous"
"939" 48 2265 8 4 "sprinkle" 0 1 1 "Locative" 44 "preferred" "Heterogenous"
"940" 48 2268 8 4 "spray" 0 1 0 "Locative" 37 "dispreferred" "Heterogenous"
"941" 48 2269 8 4 "read" 0 0 0 "Dative" 8 "dispreferred" "Heterogenous"
"942" 48 2272 8 4 "give" 0 0 0 "Dative" 3 "dispreferred" "Heterogenous"
"943" 48 2275 8 4 "throw" 0 1 1 "Dative" 19 "preferred" "Heterogenous"
"944" 48 2278 8 4 "show" 0 1 1 "Dative" 16 "preferred" "Heterogenous"
"945" 48 2279 8 4 "rub" 1 1 0 "Locative" 36 "dispreferred" "Homogenous"
"946" 48 2283 8 4 "throw" 1 1 1 "Dative" 20 "preferred" "Homogenous"
"947" 48 2286 8 4 "throw" 1 0 1 "Dative" 21 "preferred" "Homogenous"
"948" 48 2288 8 4 "spray" 0 0 1 "Locative" 41 "preferred" "Heterogenous"
"949" 48 2289 8 4 "throw" 1 1 0 "Dative" 22 "dispreferred" "Homogenous"
"950" 48 2292 8 4 "throw" 1 1 0 "Dative" 23 "dispreferred" "Homogenous"
"951" 48 2295 8 4 "give" 0 0 0 "Dative" 4 "dispreferred" "Heterogenous"
"952" 48 2296 8 4 "sprinkle" 1 1 0 "Locative" 47 "dispreferred" "Homogenous"
"953" 48 2298 8 4 "read" 0 1 0 "Dative" 7 "dispreferred" "Heterogenous"
"954" 48 2299 8 4 "sprinkle" 1 1 1 "Locative" 46 "preferred" "Homogenous"
"955" 48 2301 8 4 "show" 0 1 1 "Dative" 15 "preferred" "Heterogenous"
"956" 48 2304 8 4 "throw" 0 1 1 "Dative" 24 "preferred" "Heterogenous"
