,Noun,VerbType,Pic,Distractor,Verb,Condition,Subj,Order,Block,Ncategory,expName,participant,Transcription,Utterance,Onset,The,dog,above,the,apple,is,soa,Relatedness,DistractorType,OnsetThe,DAT,AI,Duration,agreement,codability,freq,syllable,visual_complexity,Vfreq,Vagr,Vcodability,SFreq,SCodability,unaccusativity
3091,gun,Unerg,pirateUnerg.jpeg,piano,cough,Nrel,pirate,19,2,weapon,List6,262,{SL} The pirate below the guitar is coughing,,910.9,409.1,419,129.7,229.5,309.3,528.8,p300,Related,Noun,1320,778.2,838.1,1616.3,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
3188,church,Unacc,rabbitUnacc.jpeg,desk,shake,Nrel,rabbit,19,3,building,List7,263,{SL} The rabbit above the chair is shaking,,910.9,409.1,439,339.2,109.7,439,149.7,p300,Related,Noun,1320,887.9,588.7,1476.6,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
3232,lemon,Unerg,octopusUnerg.jpeg,knife,swim,Nrel,octopus,63,1,fruit,List7,263,{SL} The octopus below the spoon is swimming,,1010.7,309.3,568.7,269.3,159.7,538.8,159.6,p300,Related,Noun,1320,997.7,698.4,1696.1,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
1562,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Vunrel,ballerina,26,2,weapon,List1,217,{SL} The ballerina above the ax is shrinking,,1040.6,279.4,538.7,638.6,638.5,449,578.7,p300,Unrelated,Verb,1320,1815.8,1027.7,2843.5,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
3113,hammer,Unacc,dogUnacc.jpeg,trip,spin,Vrel,dog,41,3,tool,List6,262,{SL} The dog above the apple is spinning,,1040.6,279.4,578.6,319.3,159.7,329.2,159.6,p300,Related,Verb,1320,1057.6,488.8,1546.4,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4699,violin,Unacc,clownUnacc.jpeg,desk,grow,Nunrel,clown,90,3,instrument,List4,278,{SL} The clown below the violin is growing,,1050.6,269.4,538.7,349.2,99.8,798.2,289.3,p300,Unrelated,Noun,1320,987.7,1087.5,2075.2,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
1588,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,52,3,instrument,List1,217,{SL} The pirate below the guitar is sinking,,1090.5,229.5,439,478.9,349.2,608.6,718.4,p300,Related,Verb,1320,1267.1,1327,2594.1,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
5634,hammer,Unacc,dogUnacc.jpeg,trip,spin,Vrel,dog,65,3,tool,List1,289,{SL} The dog above the hammer is spinning,,1110,210,520,370,90,590,160,p300,Related,Verb,1320,980,750,1730,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
4692,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Vrel,clown,83,3,weapon,List4,278,{SL} The clown below the canon is walking,,1110.4,209.6,548.7,409.1,79.8,728.3,129.7,p300,Related,Verb,1320,1037.6,858,1895.6,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
2245,violin,Unacc,clownUnacc.jpeg,shrink,grow,Vrel,clown,37,4,instrument,List3,227,{SL} The clown below the violin is growing,,1120.4,199.6,558.7,149.6,259.5,608.6,149.6,p300,Related,Verb,1320,967.8,758.2,1726,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
3358,spoon,Unacc,octopusUnacc.jpeg,cannon,boil,Nunrel,octopus,93,3,tool,List8,264,{SL} The octopus below the lemon is boiling,,1130.4,189.6,488.8,319.3,129.7,359.2,209.5,p300,Unrelated,Noun,1320,937.8,568.7,1506.5,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
111,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,15,2,building,List2,202,{SL} The rabbit above the church is shaking,,1150.3,169.7,389.1,309.3,69.8,478.9,139.7,p300,Unrelated,Verb,1320,768.2,618.6,1386.8,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
3000,dresser,Unacc,chefUnacc.jpeg,chair,drown,Nunrel,chef,24,1,funiture,List5,261,{SL} The chef above the windmill is drowning,,1150.3,169.7,548.7,309.3,109.8,528.8,299.3,p300,Unrelated,Noun,1320,967.8,828.1,1795.9,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
4672,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,63,2,building,List4,278,{SL} The rabbit above the church is shaking,,1160.3,159.7,508.8,309.3,99.8,349.2,578.7,p300,Unrelated,Verb,1320,917.9,927.9,1845.8,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
3115,church,Unacc,rabbitUnacc.jpeg,desk,shake,Nrel,rabbit,43,3,building,List6,262,{SL} The rabbit above the chair is shaking,,1170.3,149.7,468.9,319.3,99.7,339.3,129.7,p300,Related,Noun,1320,887.9,469,1356.9,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
3212,church,Unacc,rabbitUnacc.jpeg,windmill,shake,Nunrel,rabbit,43,4,building,List7,263,{SL} The rabbit above the chair is shaking,,1170.3,149.7,468.9,319.3,99.7,339.3,129.7,p300,Unrelated,Noun,1320,887.9,469,1356.9,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
349,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,61,2,funiture,List4,204,{SL} The rabbit above the chair is smiling,,1180.3,139.7,488.8,1057.6,568.7,429.1,439,p300,Related,Verb,1320,2115.1,868.1,2983.2,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
5174,violin,Unacc,clownUnacc.jpeg,shrink,grow,Vrel,clown,85,4,instrument,List1,283,{SL} The clown below the violin is growing,,1180.3,139.7,329.2,329.3,169.6,439,219.5,p300,Related,Verb,1320,828.1,658.5,1486.6,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
5179,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,90,4,building,List1,283,{SL} The boy below the lighthouse is yawning,,1180.3,139.7,199.5,409.1,59.8,618.6,199.6,p300,Unrelated,Verb,1320,668.4,818.2,1486.6,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
1715,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Vrel,monkey,83,1,fruit,List2,218,{SL} The monkey above the carrot is tripping,,1190.2,129.8,349.2,269.3,79.9,458.9,159.7,p300,Related,Verb,1320,698.4,618.6,1317,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
1813,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,85,2,funiture,List3,219,{SL} The rabbit above the chair is smiling,,1190.2,129.8,558.7,359.2,89.8,488.9,149.6,p300,Related,Verb,1320,1007.7,638.5,1646.2,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
2105,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Vunrel,octopus,89,4,fruit,List1,225,{SL} The octopus below the lemon is swimming,,1190.2,129.8,678.4,498.9,79.8,838.1,89.8,p300,Unrelated,Verb,1320,1257.1,927.9,2185,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
4905,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Vunrel,chef,8,3,funiture,List7,281,{SL} The chef above the windmill is drowning,,1190.2,129.8,628.5,459,119.7,459,239.4,p300,Unrelated,Verb,1320,1207.2,698.4,1905.6,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
4066,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,33,4,tool,List7,272,{SL} The dog above the apple is spinning,,1200.2,119.8,518.8,548.7,109.8,458.9,119.8,p300,Unrelated,Verb,1320,1177.3,578.7,1756,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4783,castle,Unacc,snailUnacc.jpeg,trip,melt,Vunrel,snail,78,4,building,List5,279,{SL} The snail below the table is melting,,1200.2,119.8,458.9,309.3,109.8,578.6,99.8,p300,Unrelated,Verb,1320,878,678.4,1556.4,0.98,0.141,5.464,long,12010,2781,0.16,3.886,10191,0,0.58
5218,castle,Unacc,snailUnacc.jpeg,boil,melt,Vrel,snail,33,3,building,List2,284,{SL} The snail below the castle is melting,,1200.2,119.8,668.4,349.2,99.8,718.4,179.6,p300,Related,Verb,1320,1117.4,898,2015.4,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
223,ax,Unacc,ballerinaUnacc.jpeg,spoon,shrink,Nunrel,ballerina,31,4,weapon,List3,203,{SL} The ballerina above the ax is shrinking,,1210.2,109.8,568.7,448.9,219.5,419.1,249.4,p300,Unrelated,Noun,1320,1237.1,668.5,1905.6,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
2047,violin,Unacc,clownUnacc.jpeg,harp,grow,Nrel,clown,31,2,instrument,List1,225,{SL} The clown below the violin is growing,,1210.2,109.8,1167.3,1217.2,99.8,907.9,199.6,p300,Related,Noun,1320,2484.3,1107.5,3591.8,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
221,dresser,Unacc,chefUnacc.jpeg,table,drown,Nrel,chef,29,4,funiture,List3,203,{SL} The chef above the dresser is drowning,,1220.2,99.8,608.6,728.3,119.7,638.6,209.5,p300,Related,Noun,1320,1456.6,848.1,2304.7,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
1773,drill,Unacc,penguineUnacc.jpeg,hammer,bounce,Nrel,penguine,45,4,tool,List3,219,{SL} The penguin below the drill is bouncing,,1220.2,99.8,648.5,359.2,129.7,468.9,239.5,p300,Related,Noun,1320,1137.4,708.4,1845.8,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
3327,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Vrel,monkey,62,2,tool,List8,264,{SL} The monkey above the carrot is sleeping,,1220.2,99.8,389.1,419,69.9,628.5,199.6,p300,Related,Verb,1320,878,828.1,1706.1,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
3971,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Vrel,penguine,34,1,fruit,List4,271,{SL} The penguin below the tomato is sneezing,,1230,90,430,350,140,710,230,p300,Related,Verb,1320,920,940,1860,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
101,guitar,Unacc,pirateUnacc.jpeg,gun,sink,Nunrel,pirate,5,2,instrument,List2,202,{SL} The pirate below the guitar is sinking,,1230.2,89.8,458.9,239.5,139.6,758.3,359.2,p300,Unrelated,Noun,1320,838,1117.5,1955.5,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
156,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Vunrel,pirate,60,4,instrument,List2,202,{SL} The pirate below the guitar is sinking,,1230.2,89.8,488.8,239.5,129.7,528.8,139.7,p300,Unrelated,Verb,1320,858,668.5,1526.5,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
1605,spoon,Unacc,octopusUnacc.jpeg,ax,boil,Nunrel,octopus,69,3,tool,List1,217,{SL} The octopus below the spoon is boiling,,1230.2,89.8,538.7,279.4,119.7,618.6,778.2,p300,Unrelated,Noun,1320,937.8,1396.8,2334.6,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
2446,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,46,2,fruit,List5,253,{SL} The monkey above the knife is tripping,,1230.2,89.8,538.7,449,79.8,498.9,239.5,p300,Unrelated,Verb,1320,1067.5,738.4,1805.9,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
3297,chair,Unerg,rabitUnerg.jpeg,harp,smile,Nunrel,rabit,32,1,funiture,List8,264,{SL} The rabbit above the church is smiling,,1230.2,89.8,409,269.4,149.7,528.8,89.8,p300,Unrelated,Noun,1320,828.1,618.6,1446.7,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
180,sword,Unacc,cowboyUnacc.jpeg,drill,fall,Nunrel,cowboy,84,1,weapon,List2,202,{SL} The cowboy above the sword is falling,,1240.1,79.9,498.8,379.2,69.8,429,259.4,p300,Unrelated,Noun,1320,947.8,688.4,1636.2,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
2621,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Vrel,ballerina,29,1,weapon,List8,256,{SL} The ballerina above the harp is shrinking,,1240.1,79.9,808.1,299.3,79.9,508.8,119.7,p300,Related,Verb,1320,1187.3,628.5,1815.8,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
4716,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Vrel,monkey,11,1,fruit,List5,279,{SL} The monkey above the knife is tripping,,1240.1,79.9,478.9,468.9,89.8,409.1,339.2,p300,Related,Verb,1320,1037.6,748.3,1785.9,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4002,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Vunrel,cowboy,65,2,instrument,List4,271,{SL} The cowboy above the piano is winking,,1250,70,540,360,140,670,150,p300,Unrelated,Verb,1320,1040,820,1860,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
773,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Vrel,ballerina,5,1,weapon,List1,209,{SL} The ballerina above the ax is shrinking,,1260.1,59.9,518.8,369.1,59.9,459,429,p300,Related,Verb,1320,947.8,888,1835.8,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
2429,guitar,Unacc,pirateUnacc.jpeg,guitar,sink,Nunrel,pirate,29,2,instrument,List5,253,{SL} The pirate below the gun is sinking,,1260.1,59.9,349.2,329.2,69.9,429,89.8,p300,Unrelated,Noun,1320,748.3,518.8,1267.1,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
5386,apple,Unerg,dogUnerg.jpeg,yawn,bark,Vunrel,dog,9,1,fruit,List5,287,{SL} The dog above the hammer is barking,,980.7,349.2,99.8,259.4,59.9,449,189.5,p300,Unrelated,Verb,1329.9,419.1,638.5,1057.6,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
3515,windmill,Unerg,chefUnerg.jpeg,hammer,yell,Nunrel,chef,58,4,building,List6,266,{SL} The chef above the drawer is yelling,,1030.6,299.3,469,608.6,229.5,478.9,109.7,p300,Unrelated,Noun,1329.9,1307.1,588.6,1895.7,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
5151,desk,Unacc,boyUnacc.jpeg,violin,float,Nunrel,boy,62,3,funiture,List1,283,{SL} The boy below the desk is floating,,1100.5,229.4,249.5,618.6,79.8,758.3,159.6,p300,Unrelated,Noun,1329.9,947.9,917.9,1865.8,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
1114,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Vrel,ballerina,58,2,instrument,List4,212,{SL} The ballerina above the harp is running,,1130.4,199.5,758.3,319.3,99.8,429,349.2,p300,Related,Verb,1329.9,1177.4,778.2,1955.6,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
5048,violin,Unacc,clownUnacc.jpeg,gun,grow,Nrel,clown,55,2,instrument,List8,282,{SL} The clown below the canon is growing,,1150.3,179.6,319.3,339.2,79.9,448.9,179.6,p300,Related,Noun,1329.9,738.4,628.5,1366.9,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
2210,gun,Unerg,pirateUnerg.jpeg,guitar,cough,Nunrel,pirate,2,3,weapon,List3,227,{SL} The pirate below the gun is coughing,,1170.3,159.6,369.2,139.7,219.5,319.3,319.2,p300,Unrelated,Noun,1329.9,728.4,638.5,1366.9,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
5376,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,95,3,weapon,List4,286,{SL} The cowboy above the sword is falling,,1170.3,159.6,399.1,478.9,89.8,389.1,179.6,p300,Unrelated,Verb,1329.9,967.8,568.7,1536.5,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
2615,knife,Unerg,monkeyUnerg.jpeg,tomato,sleep,Nrel,monkey,23,4,tool,List8,256,{SL} The monkey above the carrot is sleeping,,1180.3,149.6,628.6,1027.7,139.7,638.5,169.6,p300,Related,Noun,1329.9,1796,808.1,2604.1,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4491,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Vrel,rabbit,74,1,building,List2,276,{SL} The rabbit above the church is shaking,,1180.3,149.6,299.4,229.4,99.8,498.9,578.7,p300,Related,Verb,1329.9,628.6,1077.6,1706.2,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
4691,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,82,3,tool,List4,278,{SL} The monkey above the knife is sleeping,,1180.3,149.6,608.6,419.1,119.7,478.9,229.5,p300,Unrelated,Verb,1329.9,1147.4,708.4,1855.8,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
5478,guitar,Unacc,pirateUnacc.jpeg,guitar,sink,Nunrel,pirate,5,2,instrument,List6,288,{SL} The pirate below the gun is sinking,,1190.2,139.7,608.6,279.4,169.6,339.3,209.5,p300,Unrelated,Noun,1329.9,1057.6,548.8,1606.4,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4984,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,87,2,building,List7,281,{SL} The rabbit above the chair is shaking,,1200.2,129.7,419.1,568.7,149.6,259.5,399.1,p300,Unrelated,Verb,1329.9,1137.4,658.6,1796,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
2303,lighthouse,Unerg,boyUnerg.jpeg,apple,yawn,Nunrel,boy,95,2,building,List3,227,{SL} The boy below the lighthouse is yawning,,1210.2,119.7,279.4,179.6,109.7,578.7,99.8,p300,Unrelated,Noun,1329.9,568.7,678.5,1247.2,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
4903,lemon,Unerg,octopusUnerg.jpeg,run,swim,Vrel,octopus,6,3,fruit,List7,281,{SL} The octopus below the spoon is swimming,,1210.2,119.7,937.9,399.1,99.8,1017.7,578.6,p300,Related,Verb,1329.9,1436.8,1596.3,3033.1,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
1738,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,10,3,tool,List3,219,{SL} The monkey above the knife is sleeping,,1220.2,109.7,598.7,379.1,109.8,488.8,209.6,p300,Unrelated,Verb,1329.9,1087.6,698.4,1786,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
3299,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Vrel,penguine,34,1,fruit,List8,264,{SL} The penguin below the drill is sneezing,,1220.2,109.7,578.7,379.2,129.7,379.1,169.6,p300,Related,Verb,1329.9,1087.6,548.7,1636.3,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
3546,lighthouse,Unerg,boyUnerg.jpeg,chair,yawn,Nrel,boy,89,1,building,List6,266,{SL} The boy below the desk is yawning,,1220.2,109.7,568.7,937.9,349.2,518.8,339.3,p300,Related,Noun,1329.9,1855.8,858.1,2713.9,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
333,guitar,Unacc,pirateUnacc.jpeg,piano,sink,Nrel,pirate,45,1,instrument,List4,204,{SL} The pirate below the guitar is sinking,,1230.2,99.7,439,698.4,359.2,728.4,429,p300,Related,Noun,1329.9,1496.6,1157.4,2654,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
1729,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Vrel,boy,1,3,building,List3,219,{SL} The boy below the lighthouse is yawning,,1230.2,99.7,568.7,538.8,79.8,878,179.6,p300,Related,Verb,1329.9,1187.3,1057.6,2244.9,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
2656,apple,Unerg,dogUnerg.jpeg,drill,bark,Nrel,dog,64,2,fruit,List8,256,{SL} The dog above the hammer is barking,,1230.2,99.7,878,289.4,69.8,429,179.6,p300,Related,Noun,1329.9,1237.2,608.6,1845.8,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
2664,hammer,Unacc,dogUnacc.jpeg,lighthouse,spin,Nunrel,dog,72,2,tool,List8,256,{SL} The dog above the apple is spinning,,1230.2,99.7,399.1,369.2,149.6,419.1,229.5,p300,Unrelated,Noun,1329.9,917.9,648.6,1566.5,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
2099,sword,Unacc,cowboyUnacc.jpeg,ax,fall,Nrel,cowboy,83,4,weapon,List1,225,{SL} The cowboy above the sword is falling,,1240.1,89.8,608.6,658.6,468.9,878,129.7,p300,Related,Noun,1329.9,1736.1,1007.7,2743.8,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
2155,church,Unacc,rabbitUnacc.jpeg,castle,shake,Nrel,rabbit,43,3,building,List2,226,{SL} The rabbit above the church is shaking,,1240.1,89.8,508.9,409,89.8,628.6,129.7,p300,Related,Noun,1329.9,1007.7,758.3,1766,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
1790,gun,Unerg,pirateUnerg.jpeg,walk,cough,Vunrel,pirate,62,1,weapon,List3,219,{SL} The pirate below the gun is coughing,,1250.1,79.8,608.6,279.4,139.7,389.1,209.5,p300,Unrelated,Verb,1329.9,1027.7,598.6,1626.3,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
2428,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Vrel,cowboy,28,2,weapon,List5,253,{SL} The cowboy above the piano is falling,,1250.1,79.8,528.8,339.3,69.8,588.7,109.7,p300,Related,Verb,1329.9,937.9,698.4,1636.3,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
2666,gun,Unerg,pirateUnerg.jpeg,gun,cough,Nunrel,pirate,74,3,weapon,List8,256,{SL} The pirate below the guitar is coughing,,1250.1,79.8,668.5,319.3,69.8,429.1,169.6,p300,Unrelated,Noun,1329.9,1057.6,598.7,1656.3,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4730,spoon,Unacc,octopusUnacc.jpeg,apple,boil,Nrel,octopus,25,2,tool,List5,279,{SL} The octopus below the lemon is boiling,,1260.1,69.8,628.6,349.2,69.9,458.9,219.5,p300,Related,Noun,1329.9,1047.7,678.4,1726.1,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
5005,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Vunrel,pirate,12,4,instrument,List8,282,{SL} The pirate below the gun is sinking,,1260.1,69.8,419.1,279.3,109.8,309.3,568.7,p300,Unrelated,Verb,1329.9,808.2,878,1686.2,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
818,gun,Unerg,pirateUnerg.jpeg,guitar,cough,Nunrel,pirate,50,3,weapon,List1,209,{SL} The pirate below the gun is coughing,,1270.1,59.8,728.4,359.2,189.5,608.6,179.6,p300,Unrelated,Noun,1329.9,1277.1,788.2,2065.3,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
5628,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Vrel,clown,59,3,weapon,List1,289,{SL} The clown below the canon is walking,,1080,250,450,260,110,520,160,p300,Related,Verb,1330,820,680,1500,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
4540,desk,Unacc,boyUnacc.jpeg,drown,float,Vrel,boy,27,4,funiture,List3,277,{SL} The boy below the desk is floating,,1100,230,980,390,370,460,520,p300,Related,Verb,1330,1740,980,2720,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
4005,table,Unerg,snailUnerg.jpeg,dresser,crawl,Nrel,snail,68,2,funiture,List4,271,{SL} The snail below the table is crawling,,1120,210,460,360,150,510,160,p300,Related,Noun,1330,970,670,1640,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
3812,church,Unacc,rabbitUnacc.jpeg,desk,shake,Nrel,rabbit,67,3,building,List5,269,{SL} The rabbit above the chair is shaking,,1130,200,480,780,120,590,140,p300,Related,Noun,1330,1380,730,2110,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
3558,ax,Unacc,ballerinaUnacc.jpeg,violin,shrink,Nrel,ballerina,5,3,weapon,List7,267,{SL} The ballerina above the harp is shrinking,,1170,160,800,300,140,510,130,p300,Related,Noun,1330,1240,640,1880,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
3564,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Vrel,clown,11,3,weapon,List7,267,{SL} The clown below the violin is walking,,1170,160,580,340,90,760,210,p300,Related,Verb,1330,1010,970,1980,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
3746,desk,Unacc,boyUnacc.jpeg,shrink,float,Vunrel,boy,1,1,funiture,List5,269,{SL} The boy below the lighthouse is floating,,1220,110,380,480,80,770,280,p300,Unrelated,Verb,1330,940,1050,1990,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
3760,lemon,Unerg,octopusUnerg.jpeg,knife,swim,Nrel,octopus,15,1,fruit,List5,269,{SL} The octopus below the spoon is swimming,,1220,110,530,440,320,490,130,p300,Related,Noun,1330,1290,620,1910,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
5625,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Vunrel,chef,56,3,funiture,List1,289,{SL} The chef above the dresser is drowning,,1220,110,400,380,100,1040,1020,p300,Unrelated,Verb,1330,880,2060,2940,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
4527,desk,Unacc,boyUnacc.jpeg,violin,float,Nunrel,boy,14,3,funiture,List3,277,{SL} The boy below the desk is floating,,1230,100,350,430,900,570,650,p300,Unrelated,Noun,1330,1680,1220,2900,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
1745,hammer,Unacc,dogUnacc.jpeg,trip,spin,Vrel,dog,17,3,tool,List3,219,{SL} The dog above the hammer is spinning,,940.8,399.1,119.7,389.2,149.6,588.7,129.7,p300,Related,Verb,1339.9,658.5,718.4,1376.9,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
3220,cannon,Unerg,clownUnerg.jpeg,harp,walk,Nrel,clown,51,1,weapon,List7,263,{SL} The clown below the violin is walking,,940.8,399.1,598.6,459,299.3,588.7,199.5,p300,Related,Noun,1339.9,1356.9,788.2,2145.1,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
295,ax,Unacc,ballerinaUnacc.jpeg,spoon,shrink,Nunrel,ballerina,7,4,weapon,List4,204,{SL} The ballerina above the ax is shrinking,,1000.7,339.2,738.3,289.4,179.6,448.9,768.3,p300,Unrelated,Noun,1339.9,1207.3,1217.2,2424.5,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
