,Noun,VerbType,Pic,Distractor,Verb,Condition,Subj,Order,Block,Ncategory,expName,participant,Transcription,Utterance,Onset,The,dog,above,the,apple,is,soa,Relatedness,DistractorType,OnsetThe,DAT,AI,Duration,agreement,codability,freq,syllable,visual_complexity,Vfreq,Vagr,Vcodability,SFreq,SCodability,unaccusativity
1676,piano,Unerg,cowboyUnerg.jpeg,guitar,wink,Nrel,cowboy,44,3,instrument,List2,218,{SL} The cowboy above the piano is winking,,611.6,69.8,379.1,618.6,139.7,598.7,159.6,p300,Related,Noun,681.4,1137.4,758.3,1895.7,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
3066,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,90,4,building,List5,261,{SL} The boy below the desk is yawning,,611.6,69.8,299.3,279.4,149.7,389.1,179.6,p300,Unrelated,Verb,681.4,728.4,568.7,1297.1,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
5059,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Vunrel,penguine,66,2,fruit,List8,282,{SL} The penguin below the drill is sneezing,,611.6,69.8,439,179.6,109.8,329.2,119.7,p300,Unrelated,Verb,681.4,728.4,448.9,1177.3,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
5063,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,70,2,fruit,List8,282,{SL} The monkey above the knife is tripping,,611.6,69.8,319.3,259.4,69.8,299.4,129.7,p300,Unrelated,Verb,681.4,648.5,429.1,1077.6,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4145,table,Unerg,snailUnerg.jpeg,knife,crawl,Nunrel,snail,16,3,funiture,List7,273,{SL} The snail below the castle is crawling,,561.7,129.7,468.9,249.5,79.8,698.4,379.1,p300,Unrelated,Noun,691.4,798.2,1077.5,1875.7,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
2457,castle,Unacc,snailUnacc.jpeg,boil,melt,Vrel,snail,57,3,building,List5,253,{SL} The snail below the table is melting,,581.6,109.8,698.4,339.2,389.1,768.3,379.1,p300,Related,Verb,691.4,1426.7,1147.4,2574.1,0.98,0.141,5.464,long,12010,2781,0.16,3.886,10191,0,0.58
4193,table,Unerg,snailUnerg.jpeg,wink,crawl,Vunrel,snail,64,1,funiture,List7,273,{SL} The snail below the castle is crawling,,581.6,109.8,548.7,259.4,69.9,638.5,249.5,p300,Unrelated,Verb,691.4,878,888,1766,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
4216,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,87,2,building,List7,273,{SL} The rabbit above the chair is shaking,,581.6,109.8,508.8,209.6,109.7,488.9,249.4,p300,Unrelated,Verb,691.4,828.1,738.3,1566.4,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
3932,gun,Unerg,pirateUnerg.jpeg,piano,cough,Nrel,pirate,91,2,weapon,List7,270,{SL} The pirate below the guitar is coughing,,591.6,99.8,488.9,199.5,129.7,568.7,229.5,p300,Related,Noun,691.4,818.1,798.2,1616.3,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4144,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Vunrel,penguine,15,3,tool,List7,273,{SL} The penguin below the tomato is bouncing,,591.6,99.8,518.8,269.4,69.8,439,379.2,p300,Unrelated,Verb,691.4,858,818.2,1676.2,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
4148,church,Unacc,rabbitUnacc.jpeg,desk,shake,Nrel,rabbit,19,3,building,List7,273,{SL} The rabbit above the chair is shaking,,591.6,99.8,478.9,289.3,179.6,399.1,179.6,p300,Related,Noun,691.4,947.8,578.7,1526.5,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
3057,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,81,4,tool,List5,261,{SL} The dog above the apple is spinning,,601.6,89.8,289.3,279.4,89.8,419,89.8,p300,Unrelated,Verb,691.4,658.5,508.8,1167.3,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
3879,carrot,Unacc,monkeyUnacc.jpeg,castle,trip,Nunrel,monkey,38,4,fruit,List7,270,{SL} The monkey above the knife is tripping,,601.6,89.8,548.7,239.5,79.8,439,259.4,p300,Unrelated,Noun,691.4,868,698.4,1566.4,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
5033,table,Unerg,snailUnerg.jpeg,wink,crawl,Vunrel,snail,40,1,funiture,List8,282,{SL} The snail below the castle is crawling,,601.6,89.8,498.8,329.3,89.8,558.7,269.4,p300,Unrelated,Verb,691.4,917.9,828.1,1746,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
3027,apple,Unerg,dogUnerg.jpeg,dresser,bark,Nunrel,dog,51,3,fruit,List5,261,{SL} The dog above the hammer is barking,,611.6,79.8,319.3,249.4,129.7,478.9,369.2,p300,Unrelated,Noun,691.4,698.4,848.1,1546.5,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4599,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Vrel,monkey,86,2,tool,List3,277,{SL} The monkey above the knife is sleeping,,580,120,520,440,100,450,290,p300,Related,Verb,700,1060,740,1800,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
2276,castle,Unacc,snailUnacc.jpeg,church,melt,Nrel,snail,68,1,building,List3,227,{SL} The snail below the castle is melting,,571.7,129.7,369.1,339.3,179.5,528.8,568.7,p300,Related,Noun,701.4,887.9,1097.5,1985.4,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
4178,desk,Unacc,boyUnacc.jpeg,shrink,float,Vunrel,boy,49,1,funiture,List7,273,{SL} The boy below the lighthouse is floating,,571.7,129.7,439,339.2,99.8,668.4,199.6,p300,Unrelated,Verb,701.4,878,868,1746,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
3034,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,58,3,tool,List5,261,{SL} The monkey above the carrot is sleeping,,591.6,109.8,329.2,339.2,59.9,419.1,259.4,p300,Unrelated,Verb,701.4,728.3,678.5,1406.8,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4220,gun,Unerg,pirateUnerg.jpeg,piano,cough,Nrel,pirate,91,2,weapon,List7,273,{SL} The pirate below the guitar is coughing,,601.6,99.8,498.8,189.6,129.7,568.7,229.5,p300,Related,Noun,701.4,818.1,798.2,1616.3,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4301,drill,Unacc,penguineUnacc.jpeg,table,bounce,Nunrel,penguine,76,1,tool,List6,274,{SL} The penguin below the tomato is bouncing,,601.6,99.8,439,269.4,79.8,628.5,219.5,p300,Unrelated,Noun,701.4,788.2,848,1636.2,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
3897,chair,Unerg,rabitUnerg.jpeg,harp,smile,Nunrel,rabit,56,1,funiture,List7,270,{SL} The rabbit above the church is smiling,,511.8,199.5,429.1,319.2,89.8,548.8,219.5,p300,Unrelated,Noun,711.3,838.1,768.3,1606.4,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
3884,church,Unacc,rabbitUnacc.jpeg,windmill,shake,Nunrel,rabbit,43,4,building,List7,270,{SL} The rabbit above the chair is shaking,,521.8,189.5,488.9,239.5,79.8,508.8,139.7,p300,Unrelated,Noun,711.3,808.2,648.5,1456.7,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
4202,spoon,Unacc,octopusUnacc.jpeg,apple,boil,Nrel,octopus,73,2,tool,List7,273,{SL} The octopus below the lemon is boiling,,561.7,149.6,608.7,289.3,69.8,568.7,299.4,p300,Related,Noun,711.3,967.8,868.1,1835.9,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
3890,desk,Unacc,boyUnacc.jpeg,shrink,float,Vunrel,boy,49,1,funiture,List7,270,{SL} The boy below the lighthouse is floating,,581.6,129.7,439,339.3,99.7,668.5,199.6,p300,Unrelated,Verb,711.3,878,868.1,1746.1,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
3010,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Vrel,ballerina,34,2,instrument,List5,261,{SL} The ballerina above the ax is running,,611.6,99.7,558.8,259.4,79.8,369.2,189.5,p300,Related,Verb,711.3,898,558.7,1456.7,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
3538,apple,Unerg,dogUnerg.jpeg,yawn,bark,Vunrel,dog,81,1,fruit,List6,266,{SL} The dog above the hammer is barking,,611.6,99.7,439,319.3,79.8,459,179.6,p300,Unrelated,Verb,711.3,838.1,638.6,1476.7,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4211,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Vrel,ballerina,82,2,instrument,List7,273,{SL} The ballerina above the ax is running,,611.6,99.7,608.7,239.4,189.6,429,319.3,p300,Related,Verb,711.3,1037.7,748.3,1786,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
4968,knife,Unerg,monkeyUnerg.jpeg,piano,sleep,Nunrel,monkey,71,1,tool,List7,281,{SL} The monkey above the carrot is sleeping,,611.6,99.7,469,359.2,89.8,518.8,189.5,p300,Unrelated,Noun,711.3,918,708.3,1626.3,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4989,table,Unerg,snailUnerg.jpeg,church,crawl,Nrel,snail,92,2,funiture,List7,281,{SL} The snail below the castle is crawling,under,611.6,99.7,588.7,239.5,329.2,548.8,149.6,p300,Related,Noun,711.3,1157.4,698.4,1855.8,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
4167,carrot,Unacc,monkeyUnacc.jpeg,castle,trip,Nunrel,monkey,38,4,fruit,List7,273,{SL} The monkey above the knife is tripping,,621.5,89.8,548.8,239.4,79.9,439,249.4,p300,Unrelated,Noun,711.3,868.1,688.4,1556.5,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
5447,carrot,Unacc,monkeyUnacc.jpeg,tomato,trip,Nrel,monkey,70,3,fruit,List5,287,{SL} The monkey above the knife is tripping,,631.5,79.8,508.9,359.2,279.3,369.2,309.3,p300,Related,Noun,711.3,1147.4,678.5,1825.9,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
5423,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,46,2,fruit,List5,287,{SL} The monkey above the knife is tripping,,641.5,69.8,449,459,349.2,429,249.4,p300,Unrelated,Verb,711.3,1257.2,678.4,1935.6,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
5375,carrot,Unacc,monkeyUnacc.jpeg,tomato,trip,Nrel,monkey,94,3,fruit,List4,286,{SL} The monkey above the carrot is tripping,,651.5,59.8,518.9,209.5,339.2,518.8,199.6,p300,Related,Noun,711.3,1067.6,718.4,1786,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
2476,apple,Unerg,dogUnerg.jpeg,yell,bark,Vrel,dog,76,4,fruit,List5,253,{SL} The dog above the hammer is barking,,1024.08,519.2,240.03,259.4,59.9,409.1,109.7,p300,Related,Verb,711.3,937.9,518.8,1456.7,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
3826,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,81,4,tool,List5,269,{SL} The dog above the apple is spinning,,520,200,340,250,110,580,260,p300,Unrelated,Verb,720,700,840,1540,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
3813,piano,Unerg,cowboyUnerg.jpeg,ax,wink,Nrel,cowboy,68,3,instrument,List5,269,{SL} The cowboy above the sword is winking,,630,90,490,460,90,550,470,p300,Related,Noun,720,1040,1020,2060,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
4185,chair,Unerg,rabitUnerg.jpeg,harp,smile,Nunrel,rabit,56,1,funiture,List7,273,{SL} The rabbit above the church is smiling,,541.7,179.6,429,319.3,89.8,548.8,219.5,p300,Unrelated,Noun,721.3,838.1,768.3,1606.4,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
3851,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,10,3,tool,List7,270,{SL} The monkey above the carrot is sleeping,,631.5,89.8,478.9,249.5,69.8,568.7,169.6,p300,Unrelated,Verb,721.3,798.2,738.3,1536.5,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
3868,desk,Unacc,boyUnacc.jpeg,drown,float,Vrel,boy,27,4,funiture,List7,270,{SL} The boy below the lighthouse is floating,,631.5,89.8,538.8,429,99.8,748.3,289.3,p300,Related,Verb,721.3,1067.6,1037.6,2105.2,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
3886,drill,Unacc,penguineUnacc.jpeg,carrot,bounce,Nrel,penguine,45,4,tool,List7,270,{SL} The penguin below the tomato is bouncing,,631.5,89.8,538.8,269.4,79.8,598.6,299.4,p300,Related,Noun,721.3,888,898,1786,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
3024,hammer,Unacc,dogUnacc.jpeg,lighthouse,spin,Nunrel,dog,48,2,tool,List5,261,{SL} The dog above the apple is spinning,,641.5,79.8,349.2,359.2,79.8,538.8,399.1,p300,Unrelated,Noun,721.3,788.2,937.9,1726.1,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
3028,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,52,3,instrument,List5,261,{SL} The pirate below the gun is sinking,,641.5,79.8,528.8,249.4,119.8,548.7,678.5,p300,Related,Verb,721.3,898,1227.2,2125.2,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
3016,apple,Unerg,dogUnerg.jpeg,drill,bark,Nrel,dog,40,2,fruit,List5,261,{SL} The dog above the hammer is barking,,651.5,69.8,299.3,249.5,79.8,379.1,119.8,p300,Related,Noun,721.3,628.6,498.9,1127.5,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
2471,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,71,3,weapon,List5,253,{SL} The cowboy above the piano is falling,,669,80,419.1,369.1,79.8,588.7,179.6,p300,Unrelated,Verb,721.3,868,768.3,1636.3,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
3799,lemon,Unerg,octopusUnerg.jpeg,run,swim,Vrel,octopus,54,3,fruit,List5,269,{SL} The octopus below the spoon is swimming,,640,90,440,260,90,480,120,p300,Related,Verb,730,790,600,1390,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
3922,dresser,Unacc,chefUnacc.jpeg,float,drown,Vrel,chef,81,2,funiture,List7,270,{SL} The chef above the windmill is drowning,,531.7,199.6,678.5,309.2,89.8,578.7,239.5,p300,Related,Verb,731.3,1077.5,818.2,1895.7,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
4172,church,Unacc,rabbitUnacc.jpeg,windmill,shake,Nunrel,rabbit,43,4,building,List7,273,{SL} The rabbit above the chair is shaking,,541.7,189.6,478.9,249.4,79.9,508.8,139.7,p300,Unrelated,Noun,731.3,808.2,648.5,1456.7,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
3274,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,9,4,tool,List8,264,{SL} The dog above the apple is spinning,,601.6,129.7,568.7,439,169.6,518.8,159.7,p300,Unrelated,Verb,731.3,1177.3,678.5,1855.8,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
3859,violin,Unacc,clownUnacc.jpeg,lemon,grow,Nunrel,clown,18,3,instrument,List7,270,{SL} The clown below the canon is growing,,611.6,119.7,449,259.4,69.8,588.7,199.5,p300,Unrelated,Noun,731.3,778.2,788.2,1566.4,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
3014,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Vrel,monkey,38,2,tool,List5,261,{SL} The monkey above the carrot is sleeping,,631.5,99.8,578.7,279.3,69.9,409.1,89.7,p300,Related,Verb,731.3,927.9,498.8,1426.7,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
3015,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,39,2,building,List5,261,{SL} The rabbit above the chair is shaking,,631.5,99.8,269.4,319.3,69.8,419,199.6,p300,Unrelated,Verb,731.3,658.5,618.6,1277.1,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
5024,hammer,Unacc,dogUnacc.jpeg,lemon,spin,Nrel,dog,31,1,tool,List8,282,{SL} The dog above the apple is spinning,,641.5,89.8,329.2,149.7,219.5,508.8,89.8,p300,Related,Noun,731.3,698.4,598.6,1297,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
5432,tomato,Unerg,penguineUnerg.jpeg,carrot,sneeze,Nrel,penguine,55,3,fruit,List5,287,{SL} The penguin below the drill is sneezing,,641.5,89.8,399.1,279.4,59.8,369.2,229.5,p300,Related,Noun,731.3,738.3,598.7,1337,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
335,knife,Unerg,monkeyUnerg.jpeg,castle,sleep,Nunrel,monkey,47,1,tool,List4,204,{SL} The monkey above the knife is sleeping,,661.5,69.8,548.7,319.3,89.8,449,239.5,p300,Unrelated,Noun,731.3,957.8,688.5,1646.3,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
3908,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Vrel,cowboy,67,1,instrument,List7,270,{SL} The cowboy above the sword is winking,,671.4,59.9,498.9,369.1,89.8,578.7,239.5,p300,Related,Verb,731.3,957.8,818.2,1776,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
4305,chair,Unerg,rabitUnerg.jpeg,harp,smile,Nunrel,rabit,80,1,funiture,List6,274,{SL} The rabbit above the church is smiling,,501.8,239.5,518.8,319.3,109.7,488.9,159.6,p300,Unrelated,Noun,741.3,947.8,648.5,1596.3,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
4210,dresser,Unacc,chefUnacc.jpeg,float,drown,Vrel,chef,81,2,funiture,List7,273,{SL} The chef above the windmill is drowning,,541.7,199.6,678.4,309.3,89.8,568.7,239.5,p300,Related,Verb,741.3,1077.5,808.2,1885.7,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
4139,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,10,3,tool,List7,273,{SL} The monkey above the carrot is sleeping,,581.6,159.7,478.9,249.4,99.8,538.8,179.6,p300,Unrelated,Verb,741.3,828.1,718.4,1546.5,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
3865,chair,Unerg,rabitUnerg.jpeg,swim,smile,Vunrel,rabit,24,3,funiture,List7,270,{SL} The rabbit above the church is smiling,,591.6,149.7,458.9,219.5,99.8,558.7,189.6,p300,Unrelated,Verb,741.3,778.2,748.3,1526.5,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
3893,drill,Unacc,penguineUnacc.jpeg,table,bounce,Nunrel,penguine,52,1,tool,List7,270,{SL} The penguin below the tomato is bouncing,,601.6,139.7,518.8,249.4,79.8,588.7,269.4,p300,Unrelated,Noun,741.3,848,858.1,1706.1,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
3892,cannon,Unerg,clownUnerg.jpeg,harp,walk,Nrel,clown,51,1,weapon,List7,270,{SL} The clown below the violin is walking,,611.6,129.7,588.6,339.3,139.6,788.3,279.3,p300,Related,Noun,741.3,1067.5,1067.6,2135.1,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4147,violin,Unacc,clownUnacc.jpeg,lemon,grow,Nunrel,clown,18,3,instrument,List7,273,{SL} The clown below the canon is growing,,621.5,119.8,448.9,259.5,69.8,588.7,199.5,p300,Unrelated,Noun,741.3,778.2,788.2,1566.4,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
4156,desk,Unacc,boyUnacc.jpeg,drown,float,Vrel,boy,27,4,funiture,List7,273,{SL} The boy below the lighthouse is floating,,631.5,109.8,528.8,429,99.8,748.3,289.3,p300,Related,Verb,741.3,1057.6,1037.6,2095.2,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
3017,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Vunrel,cowboy,41,2,instrument,List5,261,{SL} The cowboy above the sword is winking,,641.5,99.8,209.5,568.7,299.3,578.7,239.5,p300,Unrelated,Verb,741.3,1077.5,818.2,1895.7,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
3894,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Vrel,ballerina,53,1,weapon,List7,270,{SL} The ballerina above the harp is shrinking,,641.5,99.8,698.4,289.3,79.8,548.8,299.3,p300,Related,Verb,741.3,1067.5,848.1,1915.6,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
5082,hammer,Unacc,dogUnacc.jpeg,trip,spin,Vrel,dog,89,3,tool,List8,282,{SL} The dog above the apple is spinning,,641.5,99.8,259.4,279.3,109.8,319.3,69.8,p300,Related,Verb,741.3,648.5,389.1,1037.6,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
5315,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Vrel,penguine,34,1,fruit,List4,286,{SL} The penguin below the tomato is sneezing,,641.5,99.8,548.7,419.1,89.8,648.5,209.5,p300,Related,Verb,741.3,1057.6,858,1915.6,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
4174,drill,Unacc,penguineUnacc.jpeg,carrot,bounce,Nrel,penguine,45,4,tool,List7,273,{SL} The penguin below the tomato is bouncing,,651.5,89.8,538.7,269.4,79.9,598.6,309.3,p300,Related,Noun,741.3,888,907.9,1795.9,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
3055,ax,Unacc,ballerinaUnacc.jpeg,church,shrink,Nunrel,ballerina,79,4,weapon,List5,261,{SL} The ballerina above the harp is shrinking,,661.5,79.8,1117.4,329.3,119.7,329.3,249.4,p300,Unrelated,Noun,741.3,1566.4,578.7,2145.1,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
4876,cannon,Unerg,clownUnerg.jpeg,harp,walk,Nrel,clown,75,1,weapon,List6,280,{SL} The clown below the violin is walking,,661.5,79.8,448.9,189.6,219.5,738.3,189.6,p300,Related,Noun,741.3,858,927.9,1785.9,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
2552,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Vrel,octopus,56,4,tool,List6,254,{SL} The octopus below the lemon is boiling,,776.67,63.9,648.5,349.2,139.7,399.1,189.5,p300,Related,Verb,741.3,1137.4,588.6,1726,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
3840,knife,Unerg,monkeyUnerg.jpeg,tomato,sleep,Nrel,monkey,95,4,tool,List5,269,{SL} The monkey above the carrot is sleeping,,630,120,340,390,190,1030,230,p300,Related,Noun,750,920,1260,2180,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
3904,lemon,Unerg,octopusUnerg.jpeg,knife,swim,Nrel,octopus,63,1,fruit,List7,270,{SL} The octopus below the spoon is swimming,,561.7,189.5,598.7,259.4,79.8,588.7,179.6,p300,Related,Noun,751.2,937.9,768.3,1706.2,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
3899,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Vrel,penguine,58,1,fruit,List7,270,{SL} The penguin below the drill is sneezing,,591.6,159.6,538.8,299.3,89.8,568.7,169.7,p300,Related,Verb,751.2,927.9,738.4,1666.3,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
4990,cannon,Unerg,clownUnerg.jpeg,desk,walk,Nunrel,clown,93,2,weapon,List7,281,{SL} The clown below the violin is walking,under,591.6,159.6,379.2,229.5,89.8,299.3,319.3,p300,Unrelated,Noun,751.2,698.5,618.6,1317.1,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4180,cannon,Unerg,clownUnerg.jpeg,harp,walk,Nrel,clown,51,1,weapon,List7,273,{SL} The clown below the violin is walking,,621.5,129.7,588.7,339.2,129.7,798.2,279.4,p300,Related,Noun,751.2,1057.6,1077.6,2135.2,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
2265,apple,Unerg,dogUnerg.jpeg,yawn,bark,Vunrel,dog,57,1,fruit,List3,227,{SL} The dog above the apple is barking,,641.5,109.7,279.4,289.4,139.6,299.4,119.7,p300,Unrelated,Verb,751.2,708.4,419.1,1127.5,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
4288,chair,Unerg,rabitUnerg.jpeg,castle,smile,Nrel,rabit,63,4,funiture,List6,274,{SL} The rabbit above the church is smiling,,641.5,109.7,349.3,279.3,109.8,359.2,89.7,p300,Related,Noun,751.2,738.4,448.9,1187.3,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
2481,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,81,4,tool,List5,253,{SL} The dog above the apple is spinning,,651.5,99.7,349.3,319.2,149.7,379.1,59.9,p300,Unrelated,Verb,751.2,818.2,439,1257.2,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
3681,chair,Unerg,rabitUnerg.jpeg,harp,smile,Nunrel,rabit,32,1,funiture,List8,268,{SL} The rabbit above the church is smiling,,651.5,99.7,389.2,329.2,79.8,768.3,458.9,p300,Unrelated,Noun,751.2,798.2,1227.2,2025.4,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
3936,lighthouse,Unerg,boyUnerg.jpeg,violin,yawn,Nunrel,boy,95,2,building,List7,270,{SL} The boy below the desk is yawning,,651.5,99.7,419.1,319.3,109.7,449,269.4,p300,Unrelated,Noun,751.2,848.1,718.4,1566.5,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
4182,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Vrel,ballerina,53,1,weapon,List7,273,{SL} The ballerina above the harp is shrinking,,651.5,99.7,698.5,289.3,79.8,548.8,299.3,p300,Related,Verb,751.2,1067.6,848.1,1915.7,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
4307,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Vrel,penguine,82,1,fruit,List6,274,{SL} The penguin below the drill is sneezing,,651.5,99.7,449,229.5,149.7,478.9,209.5,p300,Related,Verb,751.2,828.2,688.4,1516.6,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
5360,tomato,Unerg,penguineUnerg.jpeg,carrot,sneeze,Nrel,penguine,79,3,fruit,List4,286,{SL} The penguin below the tomato is sneezing,,661.5,89.7,608.7,648.5,1247.2,498.8,299.3,p300,Related,Noun,751.2,2504.4,798.1,3302.5,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
