Subject	Item	CardTyp	PrimeType	TargBinary	VerbClass
40	40	Diff	Prime_A	0	Transitive
40	41	Diff	Prime_A	1	Locative
40	42	Same	Prime_A	1	Dative
40	43	Same	Prime_B	0	Transitive
40	44	Diff	Prime_B	1	Locative
40	46	Same	Prime_A	1	Transitive
40	47	Same	Prime_A	1	Locative
41	1	Diff	Prime_A	1	Transitive
41	2	Same	Prime_A	1	Locative
41	4	Diff	Prime_B	1	Transitive
41	5	Diff	Prime_B	0	Locative
41	6	Same	Prime_B	1	Dative
41	7	Same	Prime_A	1	Transitive
41	8	Diff	Prime_A	1	Locative
41	9	Diff	Prime_A	1	Dative
41	11	Same	Prime_B	1	Locative
41	12	Diff	Prime_B	1	Dative
41	13	Diff	Prime_A	1	Transitive
41	17	Diff	Prime_B	1	Locative
41	18	Same	Prime_B	1	Dative
41	19	Same	Prime_A	1	Transitive
41	20	Diff	Prime_A	0	Locative
41	21	Diff	Prime_A	1	Dative
41	22	Same	Prime_B	1	Transitive
41	23	Same	Prime_B	1	Locative
41	25	Diff	Prime_A	0	Transitive
41	27	Same	Prime_A	0	Dative
41	28	Diff	Prime_B	0	Transitive
41	29	Diff	Prime_B	1	Locative
41	30	Same	Prime_B	1	Dative
41	33	Diff	Prime_A	0	Dative
41	34	Same	Prime_B	1	Transitive
41	35	Same	Prime_B	0	Locative
41	36	Diff	Prime_B	1	Dative
41	37	Diff	Prime_A	1	Transitive
41	39	Same	Prime_A	1	Dative
41	40	Diff	Prime_B	0	Transitive
41	41	Diff	Prime_B	1	Locative
41	42	Same	Prime_B	1	Dative
41	43	Same	Prime_A	1	Transitive
41	45	Diff	Prime_A	1	Dative
41	46	Same	Prime_B	1	Transitive
41	47	Same	Prime_B	1	Locative
41	48	Diff	Prime_B	1	Dative
42	1	Same	Prime_A	1	Transitive
42	2	Diff	Prime_A	1	Locative
42	3	Diff	Prime_A	1	Dative
42	4	Same	Prime_B	0	Transitive
42	6	Diff	Prime_B	0	Dative
42	7	Diff	Prime_A	1	Transitive
42	8	Same	Prime_A	1	Locative
42	9	Same	Prime_A	1	Dative
42	10	Diff	Prime_B	0	Transitive
42	12	Same	Prime_B	0	Dative
42	13	Same	Prime_A	1	Transitive
42	14	Diff	Prime_A	1	Locative
42	15	Diff	Prime_A	1	Dative
42	16	Same	Prime_B	0	Transitive
42	17	Same	Prime_B	1	Locative
42	18	Diff	Prime_B	0	Dative
42	20	Same	Prime_A	1	Locative
42	21	Same	Prime_A	1	Dative
42	22	Diff	Prime_B	0	Transitive
42	24	Same	Prime_B	1	Dative
42	25	Same	Prime_A	1	Transitive
42	26	Diff	Prime_A	1	Locative
42	27	Diff	Prime_A	0	Dative
42	28	Same	Prime_B	0	Transitive
42	29	Same	Prime_B	1	Locative
42	30	Diff	Prime_B	0	Dative
42	31	Diff	Prime_A	0	Transitive
42	32	Same	Prime_A	0	Locative
42	33	Same	Prime_A	0	Dative
42	34	Diff	Prime_B	0	Transitive
42	35	Diff	Prime_B	1	Locative
42	37	Same	Prime_A	0	Transitive
42	38	Diff	Prime_A	1	Locative
42	39	Diff	Prime_A	1	Dative
42	40	Same	Prime_B	0	Transitive
42	41	Same	Prime_B	1	Locative
42	42	Diff	Prime_B	0	Dative
42	43	Diff	Prime_A	1	Transitive
42	44	Same	Prime_A	1	Locative
42	45	Same	Prime_A	1	Dative
42	46	Diff	Prime_B	1	Transitive
42	47	Diff	Prime_B	1	Locative
42	48	Same	Prime_B	1	Dative
43	1	Same	Prime_A	1	Transitive
43	3	Diff	Prime_A	0	Dative
43	4	Same	Prime_B	1	Transitive
43	5	Same	Prime_B	0	Locative
43	6	Diff	Prime_B	0	Dative
43	7	Diff	Prime_A	1	Transitive
43	8	Same	Prime_A	1	Locative
43	9	Same	Prime_A	0	Dative
43	10	Diff	Prime_B	1	Transitive
43	12	Same	Prime_B	0	Dative
43	13	Same	Prime_A	1	Transitive
43	15	Diff	Prime_A	0	Dative
43	16	Same	Prime_B	0	Transitive
43	18	Diff	Prime_B	0	Dative
43	19	Diff	Prime_A	1	Transitive
43	21	Same	Prime_A	0	Dative
43	22	Diff	Prime_B	0	Transitive
43	24	Same	Prime_B	1	Dative
43	25	Same	Prime_A	1	Transitive
43	26	Diff	Prime_A	1	Locative
43	27	Diff	Prime_A	0	Dative
43	28	Same	Prime_B	1	Transitive
43	29	Same	Prime_B	0	Locative
43	30	Diff	Prime_B	0	Dative
43	31	Diff	Prime_A	1	Transitive
43	32	Same	Prime_A	1	Locative
43	33	Same	Prime_A	0	Dative
43	34	Diff	Prime_B	1	Transitive
43	35	Diff	Prime_B	0	Locative
43	36	Same	Prime_B	0	Dative
43	37	Same	Prime_A	1	Transitive
43	39	Diff	Prime_A	1	Dative
43	40	Same	Prime_B	0	Transitive
43	41	Same	Prime_B	0	Locative
43	42	Diff	Prime_B	0	Dative
43	43	Diff	Prime_A	1	Transitive
43	45	Same	Prime_A	1	Dative
43	46	Diff	Prime_B	1	Transitive
43	48	Same	Prime_B	1	Dative
44	1	Diff	Prime_A	1	Transitive
44	2	Same	Prime_A	1	Locative
44	3	Same	Prime_A	1	Dative
44	4	Diff	Prime_B	1	Transitive
44	6	Same	Prime_B	0	Dative
44	7	Same	Prime_A	1	Transitive
44	9	Diff	Prime_A	0	Dative
44	10	Same	Prime_B	1	Transitive
44	12	Diff	Prime_B	0	Dative
44	13	Diff	Prime_A	1	Transitive
44	14	Same	Prime_A	1	Locative
44	15	Same	Prime_A	1	Dative
44	16	Diff	Prime_B	0	Transitive
44	17	Diff	Prime_B	1	Locative
44	19	Same	Prime_A	1	Transitive
44	20	Diff	Prime_A	1	Locative
44	21	Diff	Prime_A	0	Dative
44	22	Same	Prime_B	1	Transitive
44	26	Same	Prime_A	1	Locative
44	27	Same	Prime_A	0	Dative
44	29	Diff	Prime_B	1	Locative
44	30	Same	Prime_B	1	Dative
44	32	Diff	Prime_A	1	Locative
44	33	Diff	Prime_A	0	Dative
44	34	Same	Prime_B	0	Transitive
44	35	Same	Prime_B	1	Locative
44	37	Diff	Prime_A	0	Transitive
44	39	Same	Prime_A	1	Dative
44	40	Diff	Prime_B	0	Transitive
44	41	Diff	Prime_B	1	Locative
44	42	Same	Prime_B	0	Dative
44	43	Same	Prime_A	1	Transitive
44	45	Diff	Prime_A	0	Dative
44	46	Same	Prime_B	1	Transitive
44	47	Same	Prime_B	1	Locative
44	48	Diff	Prime_B	1	Dative
45	1	Diff	Prime_B	0	Transitive
45	4	Diff	Prime_A	1	Transitive
45	5	Diff	Prime_A	1	Locative
45	6	Same	Prime_A	1	Dative
45	7	Same	Prime_B	1	Transitive
45	8	Diff	Prime_B	1	Locative
45	9	Diff	Prime_B	1	Dative
45	10	Same	Prime_A	1	Transitive
45	12	Diff	Prime_A	0	Dative
45	13	Diff	Prime_B	0	Transitive
45	15	Same	Prime_B	1	Dative
45	16	Diff	Prime_A	0	Transitive
45	18	Same	Prime_A	1	Dative
45	19	Same	Prime_B	1	Transitive
45	20	Diff	Prime_B	1	Locative
45	21	Diff	Prime_B	1	Dative
45	24	Diff	Prime_A	1	Dative
45	25	Diff	Prime_B	0	Transitive
45	26	Same	Prime_B	1	Locative
45	27	Same	Prime_B	1	Dative
45	28	Diff	Prime_A	0	Transitive
45	29	Diff	Prime_A	1	Locative
45	30	Same	Prime_A	1	Dative
45	33	Diff	Prime_B	0	Dative
45	34	Same	Prime_A	1	Transitive
45	35	Same	Prime_A	1	Locative
45	36	Diff	Prime_A	1	Dative
45	37	Diff	Prime_B	0	Transitive
45	38	Same	Prime_B	1	Locative
45	39	Same	Prime_B	1	Dative
45	40	Diff	Prime_A	0	Transitive
45	41	Diff	Prime_A	1	Locative
45	42	Same	Prime_A	1	Dative
45	43	Same	Prime_B	1	Transitive
45	44	Diff	Prime_B	1	Locative
45	45	Diff	Prime_B	1	Dative
45	46	Same	Prime_A	1	Transitive
45	48	Diff	Prime_A	1	Dative
46	1	Same	Prime_B	0	Transitive
46	2	Diff	Prime_B	1	Locative
46	3	Diff	Prime_B	1	Dative
46	4	Same	Prime_A	1	Transitive
46	5	Same	Prime_A	1	Locative
46	6	Diff	Prime_A	1	Dative
46	7	Diff	Prime_B	1	Transitive
46	8	Same	Prime_B	1	Locative
46	9	Same	Prime_B	1	Dative
46	10	Diff	Prime_A	1	Transitive
46	11	Diff	Prime_A	1	Locative
46	12	Same	Prime_A	1	Dative
46	13	Same	Prime_B	1	Transitive
46	14	Diff	Prime_B	0	Locative
46	17	Same	Prime_A	1	Locative
46	18	Diff	Prime_A	1	Dative
46	19	Diff	Prime_B	1	Transitive
46	20	Same	Prime_B	1	Locative
46	22	Diff	Prime_A	0	Transitive
46	23	Diff	Prime_A	1	Locative
46	24	Same	Prime_A	1	Dative
46	25	Same	Prime_B	0	Transitive
46	26	Diff	Prime_B	0	Locative
46	27	Diff	Prime_B	0	Dative
46	28	Same	Prime_A	1	Transitive
46	29	Same	Prime_A	1	Locative
46	30	Diff	Prime_A	1	Dative
46	32	Same	Prime_B	0	Locative
46	33	Same	Prime_B	0	Dative
46	34	Diff	Prime_A	1	Transitive
46	35	Diff	Prime_A	1	Locative
46	36	Same	Prime_A	1	Dative
46	37	Same	Prime_B	0	Transitive
46	38	Diff	Prime_B	1	Locative
46	39	Diff	Prime_B	1	Dative
46	40	Same	Prime_A	0	Transitive
46	42	Diff	Prime_A	0	Dative
46	43	Diff	Prime_B	0	Transitive
46	44	Same	Prime_B	1	Locative
46	45	Same	Prime_B	0	Dative
46	46	Diff	Prime_A	1	Transitive
46	48	Same	Prime_A	1	Dative
47	1	Same	Prime_B	1	Transitive
47	3	Diff	Prime_B	1	Dative
47	4	Same	Prime_A	1	Transitive
47	5	Same	Prime_A	1	Locative
47	6	Diff	Prime_A	0	Dative
47	7	Diff	Prime_B	1	Transitive
47	9	Same	Prime_B	0	Dative
47	10	Diff	Prime_A	1	Transitive
47	12	Same	Prime_A	0	Dative
47	13	Same	Prime_B	0	Transitive
47	14	Diff	Prime_B	1	Locative
47	15	Diff	Prime_B	1	Dative
47	17	Same	Prime_A	1	Locative
47	18	Diff	Prime_A	1	Dative
47	19	Diff	Prime_B	0	Transitive
47	20	Same	Prime_B	1	Locative
47	22	Diff	Prime_A	0	Transitive
47	25	Same	Prime_B	0	Transitive
47	27	Diff	Prime_B	0	Dative
47	28	Same	Prime_A	1	Transitive
47	29	Same	Prime_A	1	Locative
47	30	Diff	Prime_A	1	Dative
47	31	Diff	Prime_B	0	Transitive
47	33	Same	Prime_B	0	Dative
47	34	Diff	Prime_A	0	Transitive
47	37	Same	Prime_B	0	Transitive
47	38	Diff	Prime_B	1	Locative
47	39	Diff	Prime_B	1	Dative
47	40	Same	Prime_A	0	Transitive
47	41	Same	Prime_A	1	Locative
47	42	Diff	Prime_A	0	Dative
47	43	Diff	Prime_B	1	Transitive
47	45	Same	Prime_B	0	Dative
47	46	Diff	Prime_A	1	Transitive
47	47	Diff	Prime_A	1	Locative
47	48	Same	Prime_A	1	Dative
48	1	Diff	Prime_B	0	Transitive
48	4	Diff	Prime_A	1	Transitive
48	5	Diff	Prime_A	1	Locative
48	6	Same	Prime_A	1	Dative
48	7	Same	Prime_B	1	Transitive
48	9	Diff	Prime_B	1	Dative
48	10	Same	Prime_A	1	Transitive
48	12	Diff	Prime_A	1	Dative
48	13	Diff	Prime_B	1	Transitive
48	18	Same	Prime_A	1	Dative
48	20	Diff	Prime_B	1	Locative
48	21	Diff	Prime_B	1	Dative
48	22	Same	Prime_A	1	Transitive
48	23	Same	Prime_A	1	Locative
48	24	Diff	Prime_A	1	Dative
48	25	Diff	Prime_B	0	Transitive
48	27	Same	Prime_B	1	Dative
48	28	Diff	Prime_A	1	Transitive
48	29	Diff	Prime_A	1	Locative
48	30	Same	Prime_A	1	Dative
48	31	Same	Prime_B	0	Transitive
48	35	Same	Prime_A	1	Locative
48	36	Diff	Prime_A	1	Dative
48	37	Diff	Prime_B	1	Transitive
48	39	Same	Prime_B	1	Dative
48	40	Diff	Prime_A	0	Transitive
48	41	Diff	Prime_A	1	Locative
48	42	Same	Prime_A	1	Dative
48	43	Same	Prime_B	1	Transitive
48	45	Diff	Prime_B	1	Dative
48	46	Same	Prime_A	1	Transitive
48	48	Diff	Prime_A	1	Dative
